y,black,female,age,state,age_edu,region_full,edu,v_prev_full
0,0,1,1,5,4,4,4,0.562
1,0,0,2,38,8,4,4,0.5393333
1,0,1,2,5,6,4,2,0.562
1,0,0,3,5,11,4,3,0.562
1,0,1,1,5,3,4,3,0.562
0,0,1,3,48,11,4,3,0.5523333
0,0,1,2,48,7,4,3,0.5523333
1,0,0,3,5,10,4,2,0.562
1,0,0,1,38,3,4,3,0.5393333
0,0,1,4,48,15,4,3,0.5523333
1,0,0,1,5,2,4,2,0.562
1,0,1,3,5,12,4,4,0.562
1,0,1,2,5,7,4,3,0.562
0,0,1,2,5,6,4,2,0.562
0,0,0,2,5,8,4,4,0.562
0,0,1,2,5,8,4,4,0.562
1,0,0,3,5,10,4,2,0.562
0,0,0,3,25,10,3,2,0.5403333
1,0,0,1,48,2,4,2,0.5523333
1,0,1,1,5,1,4,1,0.562
0,0,0,3,48,12,4,4,0.5523333
0,0,0,3,5,9,4,1,0.562
0,0,1,3,38,10,4,2,0.5393333
1,0,0,1,5,3,4,3,0.562
0,0,1,2,5,8,4,4,0.562
1,0,1,2,5,6,4,2,0.562
1,0,0,3,5,12,4,4,0.562
1,0,0,3,1,10,3,2,0.5173333
0,0,1,4,44,15,3,3,0.5613334
1,0,0,3,44,11,3,3,0.5613334
0,0,1,2,5,8,4,4,0.562
0,0,1,3,5,11,4,3,0.562
1,0,0,2,5,7,4,3,0.562
0,0,1,2,48,7,4,3,0.5523333
1,0,1,4,3,15,4,3,0.6463333
0,0,1,4,6,16,4,4,0.613
0,0,1,3,5,12,4,4,0.562
1,0,1,1,6,3,4,3,0.613
1,0,1,4,3,14,4,2,0.6463333
1,0,1,2,25,8,3,4,0.5403333
1,0,1,4,48,15,4,3,0.5523333
0,0,0,3,5,12,4,4,0.562
0,0,1,4,5,14,4,2,0.562
1,0,1,1,5,4,4,4,0.562
1,0,0,2,5,7,4,3,0.562
1,0,0,1,5,2,4,2,0.562
0,0,1,3,5,10,4,2,0.562
0,1,1,4,5,14,4,2,0.562
1,0,1,2,48,6,4,2,0.5523333
0,0,0,4,27,14,4,2,0.596
0,0,0,3,5,12,4,4,0.562
0,0,0,3,48,11,4,3,0.5523333
1,1,1,2,5,7,4,3,0.562
0,0,1,1,5,2,4,2,0.562
1,0,0,2,5,8,4,4,0.562
0,0,1,1,5,2,4,2,0.562
1,0,1,1,5,4,4,4,0.562
1,0,1,2,5,8,4,4,0.562
1,0,0,4,5,16,4,4,0.562
0,0,1,3,5,11,4,3,0.562
1,0,1,4,29,15,4,3,0.6316667
1,0,0,2,5,7,4,3,0.562
1,0,0,1,5,3,4,3,0.562
0,1,1,2,5,8,4,4,0.562
0,0,0,4,33,13,1,1,0.511
0,0,0,2,33,7,1,3,0.511
0,1,1,4,47,16,3,4,0.567
0,0,0,2,11,8,3,4,0.4513333
0,0,1,4,34,14,3,2,0.525
0,1,1,2,10,6,3,2,0.5696666
1,0,1,1,39,3,1,3,0.5213333
0,0,1,3,31,9,1,1,0.5633333
0,0,1,4,40,13,1,1,0.467
0,0,1,3,31,11,1,3,0.5633333
1,0,1,4,22,15,1,3,0.478
0,0,1,3,7,10,1,2,0.564
1,0,0,2,43,8,3,4,0.5063334
1,0,1,4,25,13,3,1,0.5403333
0,0,0,2,10,8,3,4,0.5696666
1,0,1,2,39,5,1,1,0.5213333
1,0,1,3,44,11,3,3,0.5613334
0,0,1,3,51,10,4,2,0.6676667
1,0,0,3,36,10,2,2,0.5493333
0,0,0,4,14,15,2,3,0.5336667
0,0,0,2,15,7,2,3,0.5863333
1,0,1,3,15,10,2,2,0.5863333
1,0,1,3,50,12,2,4,0.521
1,0,1,2,39,5,1,1,0.5213333
1,0,1,1,39,2,1,2,0.5213333
1,0,1,2,31,7,1,3,0.5633333
0,1,1,4,33,14,1,2,0.511
0,0,1,3,49,10,1,2,0.4836667
0,0,0,3,22,9,1,1,0.478
1,0,1,3,23,10,2,2,0.5546667
1,0,0,2,14,7,2,3,0.5336667
1,0,1,4,33,14,1,2,0.511
1,0,1,4,22,14,1,2,0.478
1,0,1,3,39,12,1,4,0.5213333
1,1,1,2,14,8,2,4,0.5336667
1,0,1,2,23,8,2,4,0.5546667
1,0,0,2,33,6,1,2,0.511
0,1,1,2,21,6,1,2,0.494
1,0,0,3,26,11,2,3,0.5293334
1,0,0,2,11,8,3,4,0.4513333
1,0,1,1,15,3,2,3,0.5863333
0,0,0,1,33,4,1,4,0.511
0,0,1,1,11,2,3,2,0.4513333
1,0,1,2,33,6,1,2,0.511
1,0,1,2,36,8,2,4,0.5493333
0,0,1,2,25,7,3,3,0.5403333
0,0,1,1,24,2,2,2,0.4713334
0,0,1,1,50,2,2,2,0.521
0,0,1,2,33,6,1,2,0.511
1,0,0,2,34,8,3,4,0.525
0,0,1,4,33,14,1,2,0.511
0,1,0,1,23,3,2,3,0.5546667
1,0,1,1,33,3,1,3,0.511
0,0,1,2,31,8,1,4,0.5633333
1,0,0,3,36,11,2,3,0.5493333
1,0,0,2,26,8,2,4,0.5293334
1,0,0,1,33,2,1,2,0.511
1,0,0,2,50,7,2,3,0.521
0,0,1,4,31,15,1,3,0.5633333
0,0,0,3,10,11,3,3,0.5696666
1,0,0,2,50,6,2,2,0.521
1,0,0,1,50,2,2,2,0.521
1,0,0,2,31,7,1,3,0.5633333
0,0,0,3,33,9,1,1,0.511
1,0,1,4,10,14,3,2,0.5696666
1,1,0,1,44,2,3,2,0.5613334
0,0,1,3,22,10,1,2,0.478
1,0,1,3,14,9,2,1,0.5336667
1,0,1,2,11,8,3,4,0.4513333
1,0,1,1,36,2,2,2,0.5493333
1,0,1,2,47,7,3,3,0.567
0,1,1,1,37,4,3,4,0.6086667
1,0,1,3,24,12,2,4,0.4713334
0,0,0,3,18,12,3,4,0.5243334
1,0,1,4,39,14,1,2,0.5213333
0,0,0,3,50,10,2,2,0.521
0,0,0,1,23,1,2,1,0.5546667
1,0,1,2,36,6,2,2,0.5493333
1,0,0,1,26,2,2,2,0.5293334
0,0,0,3,43,12,3,4,0.5063334
0,0,1,1,39,2,1,2,0.5213333
0,0,1,4,39,14,1,2,0.5213333
0,0,1,1,16,4,2,4,0.5226667
0,0,0,2,36,5,2,1,0.5493333
1,0,0,2,33,7,1,3,0.511
0,1,0,1,23,3,2,3,0.5546667
0,0,0,3,30,9,1,1,0.639
0,0,0,1,15,3,2,3,0.5863333
0,0,0,3,24,12,2,4,0.4713334
0,0,1,2,15,6,2,2,0.5863333
0,0,1,3,50,11,2,3,0.521
1,0,1,2,10,6,3,2,0.5696666
1,0,0,3,39,10,1,2,0.5213333
1,0,1,2,33,8,1,4,0.511
1,0,0,2,36,8,2,4,0.5493333
0,0,1,2,36,8,2,4,0.5493333
0,0,1,2,18,6,3,2,0.5243334
0,0,0,3,44,10,3,2,0.5613334
0,0,1,2,4,6,3,2,0.4883333
1,0,0,2,28,6,2,2,0.6773334
1,0,1,1,41,1,3,1,0.5253333
1,0,1,2,39,8,1,4,0.5213333
1,0,0,3,10,9,3,1,0.5696666
1,0,0,2,25,7,3,3,0.5403333
1,0,1,4,10,15,3,3,0.5696666
1,0,0,2,10,7,3,3,0.5696666
1,0,1,1,22,3,1,3,0.478
0,0,1,1,10,3,3,3,0.5696666
1,0,1,4,14,13,2,1,0.5336667
1,0,1,3,40,10,1,2,0.467
1,0,1,1,21,2,1,2,0.494
0,0,1,3,34,12,3,4,0.525
0,0,1,3,33,11,1,3,0.511
1,0,0,3,14,10,2,2,0.5336667
1,0,1,2,8,8,1,4,0.5283334
1,0,0,4,19,16,3,4,0.538
1,0,0,4,20,13,1,1,0.5446666
1,0,0,3,35,10,2,2,0.6323333
1,0,0,3,4,9,3,1,0.4883333
1,0,1,4,10,15,3,3,0.5696666
1,0,0,2,21,8,1,4,0.494
0,0,1,1,18,4,3,4,0.5243334
0,0,1,2,14,8,2,4,0.5336667
1,0,0,3,47,12,3,4,0.567
0,0,0,3,36,10,2,2,0.5493333
1,0,0,2,22,6,1,2,0.478
1,0,1,2,31,6,1,2,0.5633333
0,1,1,2,14,8,2,4,0.5336667
0,0,1,2,50,7,2,3,0.521
1,0,0,3,31,12,1,4,0.5633333
1,0,1,1,11,2,3,2,0.4513333
0,0,0,4,8,14,1,2,0.5283334
1,0,0,2,33,8,1,4,0.511
0,0,1,4,44,13,3,1,0.5613334
0,0,1,3,50,10,2,2,0.521
0,0,1,3,14,12,2,4,0.5336667
0,0,1,4,43,13,3,1,0.5063334
1,0,1,4,33,14,1,2,0.511
1,0,1,3,34,11,3,3,0.525
0,0,1,3,28,12,2,4,0.6773334
1,0,1,2,24,8,2,4,0.4713334
0,0,1,4,31,13,1,1,0.5633333
0,0,0,2,33,7,1,3,0.511
1,0,1,4,31,14,1,2,0.5633333
1,0,1,3,49,11,1,3,0.4836667
1,0,1,4,15,14,2,2,0.5863333
1,0,0,4,14,16,2,4,0.5336667
1,0,1,3,39,10,1,2,0.5213333
0,0,1,2,37,7,3,3,0.6086667
1,0,0,3,15,11,2,3,0.5863333
1,0,0,1,50,3,2,3,0.521
0,0,1,4,31,15,1,3,0.5633333
0,0,0,1,39,2,1,2,0.5213333
0,0,0,4,44,15,3,3,0.5613334
0,0,1,2,44,6,3,2,0.5613334
0,0,1,1,31,3,1,3,0.5633333
0,0,0,3,34,12,3,4,0.525
1,0,1,4,10,14,3,2,0.5696666
1,0,0,2,10,7,3,3,0.5696666
1,0,1,1,31,2,1,2,0.5633333
0,0,1,2,34,6,3,2,0.525
0,0,1,1,36,4,2,4,0.5493333
1,0,0,1,44,2,3,2,0.5613334
0,0,1,1,14,1,2,1,0.5336667
1,0,1,2,47,8,3,4,0.567
1,0,0,2,21,5,1,1,0.494
0,0,1,2,22,8,1,4,0.478
0,0,1,1,26,2,2,2,0.5293334
0,0,1,4,49,13,1,1,0.4836667
0,0,0,1,14,2,2,2,0.5336667
1,0,0,1,15,4,2,4,0.5863333
1,0,1,4,23,13,2,1,0.5546667
1,0,0,3,7,10,1,2,0.564
1,0,0,1,41,4,3,4,0.5253333
1,0,0,2,7,7,1,3,0.564
1,0,0,2,36,6,2,2,0.5493333
0,0,1,3,21,12,1,4,0.494
0,0,0,2,22,7,1,3,0.478
1,0,1,2,44,7,3,3,0.5613334
0,0,1,2,23,6,2,2,0.5546667
0,0,1,1,15,2,2,2,0.5863333
1,0,0,2,36,7,2,3,0.5493333
1,0,1,2,49,5,1,1,0.4836667
1,0,1,2,42,6,2,2,0.5986667
1,0,0,4,18,14,3,2,0.5243334
1,0,1,3,23,11,2,3,0.5546667
1,0,1,3,28,10,2,2,0.6773334
0,0,0,1,16,4,2,4,0.5226667
0,0,1,3,33,11,1,3,0.511
0,0,1,1,35,4,2,4,0.6323333
0,0,1,4,37,15,3,3,0.6086667
1,0,0,4,44,13,3,1,0.5613334
1,0,0,3,1,11,3,3,0.5173333
1,0,1,3,10,12,3,4,0.5696666
1,0,1,3,43,9,3,1,0.5063334
0,0,1,1,34,3,3,3,0.525
0,0,1,1,21,2,1,2,0.494
0,0,1,4,8,15,1,3,0.5283334
0,0,0,2,26,7,2,3,0.5293334
0,0,0,4,24,15,2,3,0.4713334
1,0,0,1,34,2,3,2,0.525
0,0,1,4,50,14,2,2,0.521
0,0,1,3,34,12,3,4,0.525
0,0,1,1,14,4,2,4,0.5336667
1,0,0,2,25,6,3,2,0.5403333
1,0,0,1,18,4,3,4,0.5243334
0,0,0,2,26,6,2,2,0.5293334
1,0,1,3,33,10,1,2,0.511
1,0,1,3,23,10,2,2,0.5546667
0,0,1,3,44,10,3,2,0.5613334
0,0,0,1,5,4,4,4,0.562
1,0,1,1,25,4,3,4,0.5403333
1,0,1,3,39,11,1,3,0.5213333
1,0,0,3,36,12,2,4,0.5493333
0,0,1,1,40,3,1,3,0.467
1,0,0,2,36,7,2,3,0.5493333
1,1,0,4,19,13,3,1,0.538
1,1,1,1,43,2,3,2,0.5063334
1,0,0,3,11,11,3,3,0.4513333
1,0,0,1,10,2,3,2,0.5696666
1,0,1,1,49,2,1,2,0.4836667
0,0,1,1,16,3,2,3,0.5226667
0,0,0,1,34,3,3,3,0.525
0,0,1,1,41,2,3,2,0.5253333
0,0,1,1,44,3,3,3,0.5613334
0,0,1,1,49,3,1,3,0.4836667
0,0,1,3,50,12,2,4,0.521
0,1,0,1,47,2,3,2,0.567
1,0,1,1,28,3,2,3,0.6773334
0,0,1,3,33,11,1,3,0.511
1,0,0,3,50,11,2,3,0.521
1,0,1,4,26,16,2,4,0.5293334
1,0,1,4,36,14,2,2,0.5493333
1,0,1,4,15,15,2,3,0.5863333
1,0,0,3,19,10,3,2,0.538
0,0,0,4,26,15,2,3,0.5293334
1,0,0,1,26,3,2,3,0.5293334
1,0,0,2,39,7,1,3,0.5213333
0,0,1,2,1,5,3,1,0.5173333
1,0,0,1,50,3,2,3,0.521
0,0,0,3,21,11,1,3,0.494
1,0,1,3,14,12,2,4,0.5336667
1,0,1,1,10,2,3,2,0.5696666
1,0,1,4,5,14,4,2,0.562
1,0,0,3,41,9,3,1,0.5253333
1,0,0,2,10,8,3,4,0.5696666
0,0,0,3,15,10,2,2,0.5863333
0,0,0,1,15,2,2,2,0.5863333
0,1,1,2,21,6,1,2,0.494
1,0,1,3,23,10,2,2,0.5546667
1,0,1,4,7,13,1,1,0.564
1,0,0,2,31,7,1,3,0.5633333
0,0,1,1,50,3,2,3,0.521
1,0,0,4,41,13,3,1,0.5253333
1,0,1,2,50,6,2,2,0.521
1,0,1,4,43,13,3,1,0.5063334
0,0,0,3,33,12,1,4,0.511
1,0,1,1,34,3,3,3,0.525
1,0,1,2,33,5,1,1,0.511
1,0,0,1,44,3,3,3,0.5613334
1,0,0,2,1,6,3,2,0.5173333
1,0,0,3,43,10,3,2,0.5063334
1,0,1,4,50,16,2,4,0.521
0,0,0,2,50,8,2,4,0.521
1,0,1,2,21,8,1,4,0.494
0,0,1,2,34,7,3,3,0.525
0,0,0,1,36,2,2,2,0.5493333
1,0,1,1,39,3,1,3,0.5213333
1,0,0,4,18,13,3,1,0.5243334
0,1,0,2,14,7,2,3,0.5336667
1,0,0,2,24,6,2,2,0.4713334
1,0,0,3,50,10,2,2,0.521
1,0,1,3,24,10,2,2,0.4713334
1,0,1,4,23,13,2,1,0.5546667
1,0,0,3,47,10,3,2,0.567
0,0,1,1,24,2,2,2,0.4713334
1,0,1,1,11,1,3,1,0.4513333
0,0,1,2,50,8,2,4,0.521
0,0,1,4,10,14,3,2,0.5696666
0,1,0,2,1,6,3,2,0.5173333
0,0,0,1,41,2,3,2,0.5253333
0,0,1,2,33,6,1,2,0.511
1,0,1,2,17,6,2,2,0.6146666
1,0,1,3,10,10,3,2,0.5696666
1,0,1,2,36,6,2,2,0.5493333
1,0,1,1,18,2,3,2,0.5243334
0,1,1,2,44,7,3,3,0.5613334
0,0,1,2,17,8,2,4,0.6146666
0,0,0,2,33,5,1,1,0.511
1,0,0,4,4,14,3,2,0.4883333
1,0,0,3,15,12,2,4,0.5863333
1,0,1,1,10,4,3,4,0.5696666
1,0,0,1,21,1,1,1,0.494
1,0,1,2,22,6,1,2,0.478
0,0,0,1,14,3,2,3,0.5336667
0,0,1,1,44,2,3,2,0.5613334
1,0,0,1,36,3,2,3,0.5493333
1,0,1,2,20,6,1,2,0.5446666
1,0,1,1,34,1,3,1,0.525
1,0,1,3,21,11,1,3,0.494
0,0,1,1,18,4,3,4,0.5243334
1,0,0,3,1,9,3,1,0.5173333
1,0,1,1,50,3,2,3,0.521
1,0,0,1,47,2,3,2,0.567
0,0,0,1,22,4,1,4,0.478
1,0,1,1,41,3,3,3,0.5253333
1,0,1,1,31,3,1,3,0.5633333
1,0,0,1,21,2,1,2,0.494
0,1,1,1,44,3,3,3,0.5613334
1,0,0,3,43,10,3,2,0.5063334
0,0,1,2,34,8,3,4,0.525
0,0,1,2,11,6,3,2,0.4513333
0,0,1,3,18,10,3,2,0.5243334
0,0,1,3,36,10,2,2,0.5493333
0,0,1,3,4,9,3,1,0.4883333
1,0,0,3,36,9,2,1,0.5493333
0,1,1,2,47,7,3,3,0.567
0,0,0,1,18,4,3,4,0.5243334
1,0,1,3,36,11,2,3,0.5493333
1,0,0,2,33,7,1,3,0.511
1,0,1,3,15,10,2,2,0.5863333
0,0,1,4,44,14,3,2,0.5613334
1,0,1,4,5,15,4,3,0.562
1,0,0,2,41,8,3,4,0.5253333
1,0,1,2,19,7,3,3,0.538
0,1,1,1,11,3,3,3,0.4513333
1,0,1,4,47,15,3,3,0.567
1,0,1,1,44,2,3,2,0.5613334
0,0,0,4,36,13,2,1,0.5493333
1,0,0,2,23,7,2,3,0.5546667
1,0,0,1,10,2,3,2,0.5696666
1,0,1,2,41,8,3,4,0.5253333
0,0,1,2,31,8,1,4,0.5633333
0,0,0,3,33,12,1,4,0.511
0,0,1,3,48,10,4,2,0.5523333
0,0,0,1,28,3,2,3,0.6773334
1,0,1,2,43,7,3,3,0.5063334
1,0,1,3,17,11,2,3,0.6146666
1,0,0,2,28,8,2,4,0.6773334
1,0,0,3,19,10,3,2,0.538
1,0,1,1,43,2,3,2,0.5063334
0,0,1,2,44,6,3,2,0.5613334
0,1,0,1,23,3,2,3,0.5546667
0,0,1,4,10,14,3,2,0.5696666
0,1,1,2,25,6,3,2,0.5403333
1,1,1,2,37,7,3,3,0.6086667
1,0,0,2,14,8,2,4,0.5336667
1,0,0,2,21,6,1,2,0.494
1,0,0,3,4,10,3,2,0.4883333
0,0,1,1,44,2,3,2,0.5613334
0,0,1,1,26,4,2,4,0.5293334
1,0,1,3,1,12,3,4,0.5173333
1,0,1,2,26,8,2,4,0.5293334
1,0,1,3,50,12,2,4,0.521
0,1,1,2,43,6,3,2,0.5063334
1,0,1,3,43,12,3,4,0.5063334
0,0,0,2,15,7,2,3,0.5863333
0,0,1,2,16,7,2,3,0.5226667
0,0,0,2,14,8,2,4,0.5336667
0,1,0,3,26,10,2,2,0.5293334
1,0,1,4,28,15,2,3,0.6773334
1,0,0,2,23,8,2,4,0.5546667
1,0,0,2,44,7,3,3,0.5613334
1,0,0,1,45,2,4,2,0.727
0,1,0,1,10,3,3,3,0.5696666
1,0,1,2,43,8,3,4,0.5063334
1,0,0,3,5,12,4,4,0.562
0,0,1,2,14,8,2,4,0.5336667
1,0,0,2,19,8,3,4,0.538
1,0,1,2,18,7,3,3,0.5243334
1,0,1,2,16,6,2,2,0.5226667
0,0,0,3,48,9,4,1,0.5523333
0,1,1,3,5,10,4,2,0.562
1,0,0,4,43,13,3,1,0.5063334
1,0,1,3,5,12,4,4,0.562
1,0,0,3,48,11,4,3,0.5523333
1,0,1,2,5,8,4,4,0.562
1,0,0,1,44,3,3,3,0.5613334
0,0,0,3,14,10,2,2,0.5336667
0,0,0,1,5,2,4,2,0.562
0,0,0,1,48,4,4,4,0.5523333
1,0,1,2,6,6,4,2,0.613
0,0,1,1,14,4,2,4,0.5336667
1,0,1,4,5,14,4,2,0.562
0,1,1,4,5,15,4,3,0.562
1,0,0,3,5,11,4,3,0.562
1,0,0,2,19,8,3,4,0.538
1,0,0,1,43,3,3,3,0.5063334
1,0,1,2,44,8,3,4,0.5613334
1,0,0,1,5,3,4,3,0.562
1,0,1,4,5,14,4,2,0.562
1,0,1,2,48,8,4,4,0.5523333
1,0,0,3,48,12,4,4,0.5523333
0,0,1,1,5,2,4,2,0.562
0,0,0,2,48,7,4,3,0.5523333
0,0,0,1,48,3,4,3,0.5523333
0,0,0,1,5,3,4,3,0.562
0,1,1,1,6,4,4,4,0.613
1,0,1,4,5,14,4,2,0.562
0,0,1,2,32,6,4,2,0.5713333
0,0,0,2,48,8,4,4,0.5523333
0,0,0,1,48,3,4,3,0.5523333
0,0,0,1,45,2,4,2,0.727
0,0,0,2,45,8,4,4,0.727
0,0,1,1,5,4,4,4,0.562
1,0,1,3,5,10,4,2,0.562
1,0,1,2,32,6,4,2,0.5713333
1,0,0,2,5,7,4,3,0.562
1,0,0,1,5,2,4,2,0.562
1,0,1,2,5,7,4,3,0.562
0,0,0,2,5,8,4,4,0.562
0,0,1,3,5,12,4,4,0.562
1,0,1,2,5,7,4,3,0.562
0,0,0,1,5,4,4,4,0.562
0,0,1,3,3,12,4,4,0.6463333
1,0,1,2,38,5,4,1,0.5393333
0,0,0,2,5,7,4,3,0.562
1,0,0,1,5,3,4,3,0.562
0,0,1,3,38,11,4,3,0.5393333
1,0,1,1,5,3,4,3,0.562
1,0,1,2,6,8,4,4,0.613
0,0,1,3,48,12,4,4,0.5523333
0,0,0,2,38,8,4,4,0.5393333
0,0,0,3,5,12,4,4,0.562
0,0,0,1,5,2,4,2,0.562
1,0,1,3,48,10,4,2,0.5523333
1,0,0,1,5,4,4,4,0.562
1,0,1,1,5,4,4,4,0.562
1,0,0,1,5,2,4,2,0.562
0,0,0,4,5,14,4,2,0.562
0,0,0,2,5,8,4,4,0.562
0,0,0,2,5,7,4,3,0.562
1,0,1,2,45,8,4,4,0.727
1,0,0,2,38,7,4,3,0.5393333
1,0,0,2,5,7,4,3,0.562
0,0,0,2,48,7,4,3,0.5523333
0,1,1,1,5,1,4,1,0.562
1,0,0,2,5,7,4,3,0.562
0,0,1,2,48,7,4,3,0.5523333
0,0,1,1,38,4,4,4,0.5393333
0,0,1,1,3,4,4,4,0.6463333
1,0,0,1,5,4,4,4,0.562
1,0,1,2,48,7,4,3,0.5523333
1,0,1,2,5,8,4,4,0.562
1,0,1,3,5,10,4,2,0.562
0,0,1,2,48,7,4,3,0.5523333
1,0,0,3,29,11,4,3,0.6316667
1,0,1,1,5,2,4,2,0.562
1,0,0,2,5,8,4,4,0.562
0,0,1,2,5,6,4,2,0.562
1,0,0,3,5,12,4,4,0.562
1,0,1,3,5,12,4,4,0.562
0,0,1,2,39,7,1,3,0.5213333
1,0,1,4,21,15,1,3,0.494
1,0,0,1,11,4,3,4,0.4513333
0,0,1,1,1,2,3,2,0.5173333
0,0,1,2,15,8,2,4,0.5863333
1,0,1,1,13,3,4,3,0.6916667
0,0,0,4,28,14,2,2,0.6773334
1,0,1,3,44,9,3,1,0.5613334
0,0,1,2,47,8,3,4,0.567
0,0,1,2,24,7,2,3,0.4713334
1,0,0,2,21,8,1,4,0.494
1,0,0,3,23,10,2,2,0.5546667
1,0,1,2,31,6,1,2,0.5633333
0,0,1,2,14,6,2,2,0.5336667
1,0,1,2,39,8,1,4,0.5213333
1,0,1,4,44,16,3,4,0.5613334
1,0,1,3,10,11,3,3,0.5696666
0,0,1,3,44,12,3,4,0.5613334
1,0,1,1,17,2,2,2,0.6146666
0,0,0,3,47,9,3,1,0.567
0,0,1,3,39,10,1,2,0.5213333
1,0,0,2,39,8,1,4,0.5213333
0,1,1,3,44,10,3,2,0.5613334
1,0,1,4,10,16,3,4,0.5696666
1,0,1,1,43,2,3,2,0.5063334
1,0,1,1,10,3,3,3,0.5696666
1,0,0,1,47,2,3,2,0.567
1,0,1,3,19,10,3,2,0.538
0,1,0,4,4,14,3,2,0.4883333
1,0,0,3,11,10,3,2,0.4513333
1,0,1,2,11,7,3,3,0.4513333
1,0,0,4,34,14,3,2,0.525
1,0,0,4,47,16,3,4,0.567
1,0,0,2,5,8,4,4,0.562
1,0,1,2,34,5,3,1,0.525
1,0,1,1,5,2,4,2,0.562
0,0,1,4,5,14,4,2,0.562
0,1,1,3,5,10,4,2,0.562
1,0,0,4,3,16,4,4,0.6463333
1,0,1,3,13,11,4,3,0.6916667
0,0,1,3,22,10,1,2,0.478
1,0,0,3,50,12,2,4,0.521
0,1,1,3,26,9,2,1,0.5293334
1,0,0,2,5,7,4,3,0.562
0,0,1,2,24,6,2,2,0.4713334
1,0,1,3,19,10,3,2,0.538
0,0,1,3,5,11,4,3,0.562
0,0,1,2,27,8,4,4,0.596
1,0,1,3,5,12,4,4,0.562
0,0,0,4,44,13,3,1,0.5613334
0,0,1,2,37,8,3,4,0.6086667
1,0,1,3,41,10,3,2,0.5253333
1,0,0,3,41,9,3,1,0.5253333
0,0,0,2,47,8,3,4,0.567
0,1,1,2,14,5,2,1,0.5336667
0,0,0,3,29,9,4,1,0.6316667
0,0,1,4,15,13,2,1,0.5863333
0,0,0,2,3,6,4,2,0.6463333
0,0,0,1,5,3,4,3,0.562
0,0,1,4,37,13,3,1,0.6086667
0,0,1,2,39,6,1,2,0.5213333
0,0,1,1,5,2,4,2,0.562
0,0,0,4,39,14,1,2,0.5213333
0,0,0,2,44,8,3,4,0.5613334
0,0,0,2,17,5,2,1,0.6146666
0,0,0,2,5,5,4,1,0.562
0,0,1,1,11,2,3,2,0.4513333
0,0,1,2,37,6,3,2,0.6086667
0,0,1,2,48,6,4,2,0.5523333
0,0,0,1,10,2,3,2,0.5696666
0,0,1,2,24,6,2,2,0.4713334
0,0,1,2,6,7,4,3,0.613
1,0,0,4,14,14,2,2,0.5336667
1,0,0,1,40,2,1,2,0.467
1,0,1,2,23,7,2,3,0.5546667
1,0,0,3,39,10,1,2,0.5213333
1,0,1,2,35,6,2,2,0.6323333
0,0,1,2,33,7,1,3,0.511
1,0,0,1,10,4,3,4,0.5696666
1,0,1,1,45,3,4,3,0.727
1,0,1,2,39,7,1,3,0.5213333
1,0,0,4,22,14,1,2,0.478
0,0,1,2,44,5,3,1,0.5613334
0,0,0,2,39,5,1,1,0.5213333
0,0,1,2,40,7,1,3,0.467
0,1,1,3,10,9,3,1,0.5696666
1,0,1,2,21,7,1,3,0.494
0,1,1,4,33,14,1,2,0.511
0,0,1,4,5,15,4,3,0.562
0,1,1,1,15,4,2,4,0.5863333
1,0,0,1,47,4,3,4,0.567
1,0,0,4,41,15,3,3,0.5253333
1,0,0,2,33,8,1,4,0.511
1,0,0,3,22,9,1,1,0.478
1,1,1,2,18,7,3,3,0.5243334
0,1,0,3,34,11,3,3,0.525
1,0,1,3,34,11,3,3,0.525
0,1,0,1,7,2,1,2,0.564
0,0,1,3,39,10,1,2,0.5213333
1,0,0,3,22,10,1,2,0.478
1,0,1,2,39,7,1,3,0.5213333
1,0,0,1,33,4,1,4,0.511
1,0,0,2,36,6,2,2,0.5493333
1,0,1,1,22,4,1,4,0.478
0,0,0,3,34,10,3,2,0.525
1,0,1,2,39,6,1,2,0.5213333
1,0,1,3,5,11,4,3,0.562
1,0,1,3,39,11,1,3,0.5213333
1,0,1,1,33,2,1,2,0.511
1,0,1,2,31,8,1,4,0.5633333
0,0,0,4,21,13,1,1,0.494
1,0,0,2,34,6,3,2,0.525
1,0,0,4,15,14,2,2,0.5863333
0,0,0,3,33,12,1,4,0.511
1,0,1,4,31,14,1,2,0.5633333
0,0,0,3,33,9,1,1,0.511
0,0,1,2,21,8,1,4,0.494
1,0,0,2,14,8,2,4,0.5336667
1,0,1,1,36,2,2,2,0.5493333
1,0,1,2,15,7,2,3,0.5863333
1,0,1,3,36,11,2,3,0.5493333
1,0,1,2,23,8,2,4,0.5546667
1,0,0,1,31,2,1,2,0.5633333
0,0,0,2,22,7,1,3,0.478
0,0,1,2,10,7,3,3,0.5696666
0,0,0,1,22,3,1,3,0.478
1,0,0,2,22,6,1,2,0.478
1,0,0,1,15,2,2,2,0.5863333
0,0,0,4,15,16,2,4,0.5863333
1,0,0,3,15,12,2,4,0.5863333
0,0,0,3,31,10,1,2,0.5633333
0,0,1,4,22,13,1,1,0.478
0,0,0,3,41,11,3,3,0.5253333
1,0,1,2,33,7,1,3,0.511
0,0,0,1,31,2,1,2,0.5633333
0,0,1,2,22,7,1,3,0.478
0,1,1,3,33,10,1,2,0.511
1,0,0,3,36,10,2,2,0.5493333
0,0,1,3,40,12,1,4,0.467
1,0,1,2,22,8,1,4,0.478
0,0,1,1,22,4,1,4,0.478
1,0,0,3,33,9,1,1,0.511
0,0,1,2,10,7,3,3,0.5696666
