record_id,time_slot,house,date,day,month,time,subject_id,age,response,dynamic_house_size,static_house_size,wealth,rain
355,15,22,11/16/04,Tuesday,11,12:42,39,57,z,2,8,12475,238
356,16,26,11/16/04,Tuesday,11,13:11,42,24,agriculture,3,4,14650,238
357,17,1,11/16/04,Tuesday,11,13:42,3,17,agriculture,13,13,6050,238
358,17,1,11/16/04,Tuesday,11,13:42,16,29,z,13,13,6050,238
359,17,1,11/16/04,Tuesday,11,13:42,7,15,z,13,13,6050,238
360,17,1,11/16/04,Tuesday,11,13:42,19,13,z,13,13,6050,238
361,18,7,11/16/04,Tuesday,11,14:12,31,62,livestock,2,3,7175,238
362,20,29,11/16/04,Tuesday,11,15:12,20,43,agriculture,3,3,56200,238
363,20,29,11/16/04,Tuesday,11,15:12,22,14,domestic,3,3,56200,238
364,21,12,11/16/04,Tuesday,11,15:42,29,13,domestic,4,4,5550,238
365,21,12,11/16/04,Tuesday,11,15:42,15,32,z,4,4,5550,238
366,22,9,11/16/04,Tuesday,11,16:12,14,16,firewood,10,10,4975,238
367,22,9,11/16/04,Tuesday,11,16:12,9,14,z,10,10,4975,238
368,22,9,11/16/04,Tuesday,11,16:12,23,43,steady_job,10,10,4975,238
369,23,13,11/16/04,Tuesday,11,16:42,41,60,manufacture,6,6,3300,238
370,23,13,11/16/04,Tuesday,11,16:42,10,14,manufacture,6,6,3300,238
371,24,10,11/16/04,Tuesday,11,17:09,26,46,z,9,9,7975,238
372,1,9,11/17/04,Wednesday,11,5:59,9,14,fishing,10,10,4975,238
373,1,9,11/17/04,Wednesday,11,5:59,14,16,z,10,10,4975,238
374,1,9,11/17/04,Wednesday,11,5:59,23,43,z,10,10,4975,238
375,3,19,11/17/04,Wednesday,11,6:59,33,67,z,5,5,6300,238
376,5,29,11/17/04,Wednesday,11,7:59,22,14,school,3,3,56200,238
377,5,29,11/17/04,Wednesday,11,7:59,20,43,steady_job,3,3,56200,238
378,7,30,11/17/04,Wednesday,11,8:59,38,28,z,5,5,4800,238
379,8,26,11/17/04,Wednesday,11,9:30,42,24,manufacture,3,4,14650,238
380,9,4,11/17/04,Wednesday,11,9:59,6,30,gold,9,11,7275,238
381,10,11,11/17/04,Wednesday,11,10:29,28,44,gold,10,9,7350,238
382,11,5,11/17/04,Wednesday,11,10:59,1,27,gold,8,8,3175,238
383,11,5,11/17/04,Wednesday,11,10:59,4,15,gold,8,8,3175,238
384,13,18,11/17/04,Wednesday,11,11:59,44,16,z,8,9,1300,238
385,15,24,11/17/04,Wednesday,11,12:59,18,35,gold,8,10,2975,238
386,17,22,11/17/04,Wednesday,11,13:59,39,57,hunting,2,8,12475,238
387,19,12,11/17/04,Wednesday,11,14:59,29,13,z,4,4,5550,238
388,19,12,11/17/04,Wednesday,11,14:59,15,32,wage,4,4,5550,238
389,20,21,11/17/04,Wednesday,11,15:29,25,50,livestock,10,11,7600,238
390,21,1,11/17/04,Wednesday,11,15:59,7,15,z,13,13,6050,238
391,21,1,11/17/04,Wednesday,11,15:59,3,17,z,13,13,6050,238
392,21,1,11/17/04,Wednesday,11,15:59,19,13,z,13,13,6050,238
393,21,1,11/17/04,Wednesday,11,15:59,16,29,steady_job,13,13,6050,238
394,22,10,11/17/04,Wednesday,11,16:30,26,46,firewood,9,9,7975,238
395,23,7,11/17/04,Wednesday,11,16:59,31,62,z,2,3,7175,238
396,24,13,11/17/04,Wednesday,11,17:29,41,60,finca,6,6,3300,238
397,24,13,11/17/04,Wednesday,11,17:29,10,14,finca,6,6,3300,238
398,25,3,11/17/04,Wednesday,11,17:59,35,44,firewood,10,10,40850,238
399,25,6,11/17/04,Wednesday,11,17:59,45,27,z,7,7,800,238
400,1,21,11/18/04,Thursday,11,5:51,25,50,z,10,11,7600,238
401,2,9,11/18/04,Thursday,11,6:21,9,14,z,10,10,4975,238
402,2,9,11/18/04,Thursday,11,6:21,14,16,z,10,10,4975,238
403,2,9,11/18/04,Thursday,11,6:21,23,43,z,10,10,4975,238
404,3,11,11/18/04,Thursday,11,6:51,28,44,other_work,10,9,7350,238
405,4,19,11/18/04,Thursday,11,7:21,33,67,manufacture,5,5,6300,238
406,5,6,11/18/04,Thursday,11,7:51,45,27,z,7,7,800,238
407,8,24,11/18/04,Thursday,11,9:21,18,35,gold,8,10,2975,238
408,8,24,11/18/04,Thursday,11,9:21,30,16,gold,8,10,2975,238
409,11,29,11/18/04,Thursday,11,10:51,22,14,school,3,3,56200,238
410,11,29,11/18/04,Thursday,11,10:51,20,43,steady_job,3,3,56200,238
411,13,22,11/18/04,Thursday,11,11:51,39,57,gold,2,8,12475,238
412,14,5,11/18/04,Thursday,11,12:21,1,27,other_work,8,8,3175,238
413,14,5,11/18/04,Thursday,11,12:21,4,15,z,8,8,3175,238
414,16,30,11/18/04,Thursday,11,13:21,38,28,z,5,5,4800,238
415,18,4,11/18/04,Thursday,11,14:21,6,30,firewood,9,11,7275,238
416,19,1,11/18/04,Thursday,11,14:51,7,15,finca,13,13,6050,238
417,19,1,11/18/04,Thursday,11,14:51,3,17,finca,13,13,6050,238
418,19,1,11/18/04,Thursday,11,14:51,16,29,z,13,13,6050,238
419,20,13,11/18/04,Thursday,11,15:21,41,60,finca,6,6,3300,238
420,20,13,11/18/04,Thursday,11,15:21,10,14,finca,6,6,3300,238
421,21,12,11/18/04,Thursday,11,15:51,29,13,z,4,4,5550,238
422,21,12,11/18/04,Thursday,11,15:51,15,32,wage,4,4,5550,238
423,22,18,11/18/04,Thursday,11,16:21,44,16,z,8,9,1300,238
424,23,7,11/18/04,Thursday,11,16:51,31,62,z,2,3,7175,238
425,24,10,11/18/04,Thursday,11,17:19,26,46,z,9,9,7975,238
426,25,3,11/18/04,Thursday,11,17:51,35,44,other_work,10,10,40850,238
427,1,24,11/19/04,Friday,11,5:56,18,35,domestic,8,10,2975,238
428,1,24,11/19/04,Friday,11,5:56,30,16,z,8,10,2975,238
429,2,18,11/19/04,Friday,11,6:26,44,16,z,8,9,1300,238
430,3,22,11/19/04,Friday,11,6:56,39,57,z,2,8,12475,238
431,4,9,11/19/04,Friday,11,7:26,14,16,z,10,10,4975,238
432,4,9,11/19/04,Friday,11,7:26,9,14,z,10,10,4975,238
433,4,9,11/19/04,Friday,11,7:26,23,43,steady_job,10,10,4975,238
434,6,10,11/19/04,Friday,11,8:27,26,46,manufacture,9,9,7975,238
435,7,12,11/19/04,Friday,11,8:56,15,32,finca,4,4,5550,238
436,7,12,11/19/04,Friday,11,8:56,29,13,finca,4,4,5550,238
437,9,19,11/19/04,Friday,11,9:56,33,67,z,5,5,6300,238
438,10,21,11/19/04,Friday,11,10:26,25,50,gold,10,11,7600,238
439,11,1,11/19/04,Friday,11,10:56,16,29,finca,13,13,6050,238
440,11,1,11/19/04,Friday,11,10:56,7,15,finca,13,13,6050,238
441,11,1,11/19/04,Friday,11,10:56,3,17,finca,13,13,6050,238
442,11,1,11/19/04,Friday,11,10:56,19,13,z,13,13,6050,238
443,12,30,11/19/04,Friday,11,11:26,38,28,agriculture,5,5,4800,238
444,13,4,11/19/04,Friday,11,11:56,6,30,gold,9,11,7275,238
445,14,5,11/19/04,Friday,11,12:26,1,27,gold,8,8,3175,238
446,14,5,11/19/04,Friday,11,12:26,4,15,gold,8,8,3175,238
447,15,26,11/19/04,Friday,11,12:56,42,24,steady_job,3,4,14650,238
448,16,11,11/19/04,Friday,11,13:26,28,44,gold,10,9,7350,238
449,16,11,11/19/04,Friday,11,13:26,43,17,gold,10,9,7350,238
450,17,13,11/19/04,Friday,11,13:56,41,60,finca,6,6,3300,238
451,17,13,11/19/04,Friday,11,13:56,10,14,finca,6,6,3300,238
452,20,29,11/19/04,Friday,11,15:26,20,43,livestock,3,3,56200,238
453,20,29,11/19/04,Friday,11,15:26,22,14,livestock,3,3,56200,238
454,23,7,11/19/04,Friday,11,16:56,31,62,other_work,2,3,7175,238
455,24,3,11/19/04,Friday,11,17:26,35,44,other_work,10,10,40850,238
456,25,6,11/19/04,Friday,11,17:54,45,27,z,7,7,800,238
457,3,13,11/20/04,Saturday,11,6:50,41,60,manufacture,6,6,3300,238
458,3,13,11/20/04,Saturday,11,6:50,10,14,manufacture,6,6,3300,238
459,4,10,11/20/04,Saturday,11,7:19,26,46,other_work,9,9,7975,238
460,5,6,11/20/04,Saturday,11,7:50,45,27,agriculture,7,7,800,238
461,6,4,11/20/04,Saturday,11,8:21,6,30,z,9,11,7275,238
462,8,5,11/20/04,Saturday,11,9:20,1,27,fishing,8,8,3175,238
463,8,5,11/20/04,Saturday,11,9:20,4,15,fishing,8,8,3175,238
464,9,22,11/20/04,Saturday,11,9:49,39,57,hunting,2,8,12475,238
465,10,21,11/20/04,Saturday,11,10:20,25,50,agriculture,10,11,7600,238
466,11,17,11/20/04,Saturday,11,10:50,13,31,agriculture,9,9,8600,238
467,12,24,11/20/04,Saturday,11,11:20,18,35,hunting,8,10,2975,238
468,12,24,11/20/04,Saturday,11,11:20,30,16,hunting,8,10,2975,238
469,13,9,11/20/04,Saturday,11,11:50,23,43,z,10,10,4975,238
470,13,9,11/20/04,Saturday,11,11:50,14,16,z,10,10,4975,238
471,13,9,11/20/04,Saturday,11,11:50,9,14,z,10,10,4975,238
472,14,12,11/20/04,Saturday,11,12:20,15,32,z,4,4,5550,238
473,14,12,11/20/04,Saturday,11,12:20,29,13,z,4,4,5550,238
474,15,1,11/20/04,Saturday,11,12:49,19,13,agriculture,13,13,6050,238
475,15,1,11/20/04,Saturday,11,12:49,3,17,agriculture,13,13,6050,238
476,15,1,11/20/04,Saturday,11,12:49,7,15,z,13,13,6050,238
477,15,1,11/20/04,Saturday,11,12:49,16,29,steady_job,13,13,6050,238
478,16,19,11/20/04,Saturday,11,13:20,33,67,agriculture,5,5,6300,238
479,17,29,11/20/04,Saturday,11,13:50,20,43,agriculture,3,3,56200,238
480,17,29,11/20/04,Saturday,11,13:50,22,14,agriculture,3,3,56200,238
481,18,7,11/20/04,Saturday,11,14:20,31,62,z,2,3,7175,238
482,19,11,11/20/04,Saturday,11,14:51,28,44,gold,10,9,7350,238
483,19,11,11/20/04,Saturday,11,14:51,43,17,wage,10,9,7350,238
484,20,3,11/20/04,Saturday,11,15:20,35,44,agriculture,10,10,40850,238
485,24,18,11/20/04,Saturday,11,17:11,44,16,z,8,9,1300,238
486,25,26,11/20/04,Saturday,11,17:49,42,24,z,3,4,14650,238
487,1,12,11/21/04,Sunday,11,5:34,15,32,z,4,4,5550,238
488,1,12,11/21/04,Sunday,11,5:34,29,13,z,4,4,5550,238
489,2,30,11/21/04,Sunday,11,6:04,38,28,z,5,5,4800,238
490,3,4,11/21/04,Sunday,11,6:34,6,30,z,9,11,7275,238
491,3,4,11/21/04,Sunday,11,6:34,12,17,z,9,11,7275,238
492,5,26,11/21/04,Sunday,11,7:34,42,24,z,3,4,14650,238
493,6,6,11/21/04,Sunday,11,8:04,45,27,z,7,7,800,238
494,7,22,11/21/04,Sunday,11,8:34,39,57,z,2,8,12475,238
495,8,7,11/21/04,Sunday,11,9:03,31,62,z,2,3,7175,238
496,9,29,11/21/04,Sunday,11,9:34,20,43,z,3,3,56200,238
497,9,29,11/21/04,Sunday,11,9:34,22,14,z,3,3,56200,238
498,10,1,11/21/04,Sunday,11,10:04,3,17,z,13,13,6050,238
499,10,1,11/21/04,Sunday,11,10:04,16,29,z,13,13,6050,238
500,10,1,11/21/04,Sunday,11,10:04,7,15,z,13,13,6050,238
501,10,1,11/21/04,Sunday,11,10:04,19,13,z,13,13,6050,238
502,12,9,11/21/04,Sunday,11,11:04,14,16,z,10,10,4975,238
503,12,9,11/21/04,Sunday,11,11:04,9,14,z,10,10,4975,238
504,12,9,11/21/04,Sunday,11,11:04,23,43,steady_job,10,10,4975,238
505,13,10,11/21/04,Sunday,11,11:34,26,46,z,9,9,7975,238
506,14,21,11/21/04,Sunday,11,12:04,25,50,other_work,10,11,7600,238
507,16,17,11/21/04,Sunday,11,13:04,13,31,z,9,9,8600,238
508,17,11,11/21/04,Sunday,11,13:34,28,44,other_work,10,9,7350,238
509,17,11,11/21/04,Sunday,11,13:34,43,17,z,10,9,7350,238
510,21,18,11/21/04,Sunday,11,15:34,44,16,z,8,9,1300,238
511,22,3,11/21/04,Sunday,11,16:04,35,44,z,10,10,40850,238
512,23,24,11/21/04,Sunday,11,16:44,18,35,z,8,10,2975,238
513,23,24,11/21/04,Sunday,11,16:44,30,16,z,8,10,2975,238
514,24,13,11/21/04,Sunday,11,17:04,41,60,z,6,6,3300,238
515,24,13,11/21/04,Sunday,11,17:04,10,14,z,6,6,3300,238
516,25,19,11/21/04,Sunday,11,17:34,33,67,z,5,5,6300,238
517,1,10,12/15/04,Wednesday,12,5:52,26,46,z,9,9,7975,203
518,2,3,12/15/04,Wednesday,12,6:22,35,44,z,10,10,40850,203
519,3,11,12/15/04,Wednesday,12,6:52,28,44,z,10,9,7350,203
520,3,11,12/15/04,Wednesday,12,6:52,43,17,wage,10,9,7350,203
521,4,1,12/15/04,Wednesday,12,7:22,7,15,z,12,13,6050,203
522,4,1,12/15/04,Wednesday,12,7:22,19,13,z,12,13,6050,203
523,4,1,12/15/04,Wednesday,12,7:22,3,17,z,12,13,6050,203
524,5,21,12/15/04,Wednesday,12,7:52,8,45,gold,12,11,7600,203
525,5,21,12/15/04,Wednesday,12,7:52,25,50,z,12,11,7600,203
526,6,19,12/15/04,Wednesday,12,8:23,33,67,firewood,6,5,6300,203
527,7,4,12/15/04,Wednesday,12,8:52,12,17,fishing,9,11,7275,203
528,7,4,12/15/04,Wednesday,12,8:52,6,30,hunting,9,11,7275,203
529,9,22,12/15/04,Wednesday,12,9:52,39,57,gold,2,8,12475,203
530,10,7,12/15/04,Wednesday,12,10:22,31,62,wage,2,3,7175,203
531,11,5,12/15/04,Wednesday,12,10:52,1,27,gold,8,8,3175,203
532,13,13,12/15/04,Wednesday,12,11:52,10,14,z,6,6,3300,203
533,13,13,12/15/04,Wednesday,12,11:52,41,60,wage,6,6,3300,203
534,14,29,12/15/04,Wednesday,12,12:22,20,43,z,3,3,56200,203
535,15,26,12/15/04,Wednesday,12,12:52,42,24,z,3,4,14650,203
536,16,24,12/15/04,Wednesday,12,13:22,18,35,gold,9,10,2975,203
537,16,24,12/15/04,Wednesday,12,13:22,30,16,livestock,10,10,2975,203
538,16,24,12/15/04,Wednesday,12,13:22,36,18,livestock,10,10,2975,203
539,17,18,12/15/04,Wednesday,12,13:52,21,17,gold,10,9,1300,203
540,17,18,12/15/04,Wednesday,12,13:52,32,40,z,10,9,1300,203
541,17,18,12/15/04,Wednesday,12,13:52,44,16,z,10,9,1300,203
542,20,17,12/15/04,Wednesday,12,15:22,13,31,wage,9,9,8600,203
543,21,6,12/15/04,Wednesday,12,15:51,45,27,wage,7,7,800,203
544,22,9,12/15/04,Wednesday,12,16:21,14,16,firewood,10,10,4975,203
545,22,9,12/15/04,Wednesday,12,16:21,9,14,firewood,10,10,4975,203
546,22,9,12/15/04,Wednesday,12,16:21,23,43,steady_job,10,10,4975,203
547,23,12,12/15/04,Wednesday,12,16:52,29,13,domestic,4,4,5550,203
548,23,12,12/15/04,Wednesday,12,16:52,15,32,z,4,4,5550,203
549,24,16,12/15/04,Wednesday,12,17:22,11,29,z,6,7,2100,203
550,2,9,12/16/04,Thursday,12,6:22,9,14,fishing,10,10,4975,203
551,2,9,12/16/04,Thursday,12,6:22,23,43,z,10,10,4975,203
552,2,9,12/16/04,Thursday,12,6:22,14,16,z,10,10,4975,203
553,3,13,12/16/04,Thursday,12,6:52,41,60,z,6,6,3300,203
554,3,13,12/16/04,Thursday,12,6:52,10,14,z,6,6,3300,203
555,4,12,12/16/04,Thursday,12,7:22,29,13,z,4,4,5550,203
556,4,12,12/16/04,Thursday,12,7:22,15,32,z,4,4,5550,203
557,5,17,12/16/04,Thursday,12,7:52,13,31,z,9,9,8600,203
558,7,21,12/16/04,Thursday,12,8:52,8,45,firewood,12,11,7600,203
559,7,21,12/16/04,Thursday,12,8:52,25,50,gold,12,11,7600,203
560,8,5,12/16/04,Thursday,12,9:22,1,27,gold,8,8,3175,203
561,8,5,12/16/04,Thursday,12,9:22,4,15,gold,8,8,3175,203
562,9,3,12/16/04,Thursday,12,9:52,35,44,steady_job,10,10,40850,203
563,10,23,12/16/04,Thursday,12,10:22,17,40,agriculture,6,6,4050,203
564,12,24,12/16/04,Thursday,12,11:22,30,16,firewood,10,10,2975,203
565,12,24,12/16/04,Thursday,12,11:22,18,35,fishing,10,10,2975,203
566,12,24,12/16/04,Thursday,12,11:22,36,18,steady_job,10,10,2975,203
567,13,18,12/16/04,Thursday,12,11:52,32,40,z,10,9,1300,203
568,13,18,12/16/04,Thursday,12,11:52,21,17,z,10,9,1300,203
569,13,18,12/16/04,Thursday,12,11:52,44,16,z,10,9,1300,203
570,14,19,12/16/04,Thursday,12,12:21,33,67,agriculture,6,5,6300,203
571,15,29,12/16/04,Thursday,12,12:52,20,43,z,3,3,56200,203
572,16,4,12/16/04,Thursday,12,13:22,6,30,gold,11,11,7275,203
573,16,4,12/16/04,Thursday,12,13:22,12,17,z,11,11,7275,203
574,17,6,12/16/04,Thursday,12,13:52,45,27,z,7,7,800,203
575,18,11,12/16/04,Thursday,12,14:22,28,44,z,10,9,7350,203
576,18,11,12/16/04,Thursday,12,14:22,43,17,z,10,9,7350,203
577,19,25,12/16/04,Thursday,12,14:51,5,40,hunting,8,9,5925,203
578,20,1,12/16/04,Thursday,12,15:23,7,15,agriculture,12,13,6050,203
579,20,1,12/16/04,Thursday,12,15:23,19,13,agriculture,12,13,6050,203
580,20,1,12/16/04,Thursday,12,15:23,3,17,z,12,13,6050,203
581,22,7,12/16/04,Thursday,12,16:22,31,62,agriculture,2,3,7175,203
582,24,16,12/16/04,Thursday,12,17:21,11,29,z,6,7,2100,203
583,25,22,12/16/04,Thursday,12,17:50,39,57,z,2,8,12475,203
584,1,23,12/17/04,Friday,12,5:59,17,40,z,6,6,4050,203
585,2,24,12/17/04,Friday,12,6:29,18,35,livestock,10,10,2975,203
586,2,24,12/17/04,Friday,12,6:29,30,16,livestock,10,10,2975,203
587,2,24,12/17/04,Friday,12,6:29,36,18,wage,10,10,2975,203
588,3,25,12/17/04,Friday,12,6:59,5,40,z,8,9,5925,203
589,4,19,12/17/04,Friday,12,7:29,33,67,z,6,5,6300,203
590,5,12,12/17/04,Friday,12,7:59,15,32,hunting,4,4,5550,203
591,5,12,12/17/04,Friday,12,7:59,29,13,hunting,4,4,5550,203
592,6,29,12/17/04,Friday,12,8:29,20,43,hunting,3,3,56200,203
593,8,26,12/17/04,Friday,12,9:29,42,24,agriculture,3,4,14650,203
594,9,6,12/17/04,Friday,12,9:59,45,27,firewood,7,7,800,203
595,10,17,12/17/04,Friday,12,10:29,13,31,gold,9,9,8600,203
596,11,13,12/17/04,Friday,12,10:59,41,60,agriculture,6,6,3300,203
597,11,13,12/17/04,Friday,12,10:59,10,14,agriculture,6,6,3300,203
598,12,9,12/17/04,Friday,12,11:29,14,16,firewood,10,10,4975,203
599,12,9,12/17/04,Friday,12,11:29,9,14,z,10,10,4975,203
600,12,9,12/17/04,Friday,12,11:29,23,43,steady_job,10,10,4975,203
601,13,5,12/17/04,Friday,12,11:59,4,15,gold,8,8,3175,203
602,13,5,12/17/04,Friday,12,11:59,1,27,wage,8,8,3175,203
603,14,7,12/17/04,Friday,12,12:29,31,62,agriculture,2,3,7175,203
604,15,18,12/17/04,Friday,12,12:59,21,17,gold,10,9,1300,203
605,15,18,12/17/04,Friday,12,12:59,32,40,manufacture,10,9,1300,203
606,15,18,12/17/04,Friday,12,12:59,44,16,z,10,9,1300,203
607,17,3,12/17/04,Friday,12,13:59,35,44,z,10,10,40850,203
608,19,22,12/17/04,Friday,12,14:59,39,57,z,2,8,12475,203
609,20,4,12/17/04,Friday,12,15:29,6,30,z,11,11,7275,203
610,20,4,12/17/04,Friday,12,15:29,12,17,z,11,11,7275,203
611,21,16,12/17/04,Friday,12,15:59,11,29,gold,6,7,2100,203
612,23,1,12/17/04,Friday,12,16:59,16,29,agriculture,13,13,6050,203
613,23,1,12/17/04,Friday,12,16:59,7,15,agriculture,13,13,6050,203
614,23,1,12/17/04,Friday,12,16:59,19,13,agriculture,13,13,6050,203
615,23,1,12/17/04,Friday,12,16:59,3,17,z,13,13,6050,203
616,24,11,12/17/04,Friday,12,17:29,28,44,z,10,9,7350,203
617,24,11,12/17/04,Friday,12,17:29,43,17,z,10,9,7350,203
618,25,21,12/17/04,Friday,12,17:59,25,50,z,12,11,7600,203
619,25,21,12/17/04,Friday,12,17:59,8,45,z,12,11,7600,203
620,1,16,12/18/04,Saturday,12,5:53,11,29,hunting,6,7,2100,203
621,2,22,12/18/04,Saturday,12,6:23,39,57,z,2,8,12475,203
622,3,13,12/18/04,Saturday,12,6:53,10,14,fishing,6,6,3300,203
623,4,3,12/18/04,Saturday,12,7:23,35,44,livestock,10,10,40850,203
624,5,6,12/18/04,Saturday,12,7:53,45,27,z,7,7,800,203
625,8,17,12/18/04,Saturday,12,9:23,13,31,agriculture,9,9,8600,203
626,9,23,12/18/04,Saturday,12,9:53,17,40,z,6,6,4050,203
627,10,12,12/18/04,Saturday,12,10:23,15,32,hunting,4,4,5550,203
628,10,12,12/18/04,Saturday,12,10:23,29,13,hunting,4,4,5550,203
629,11,19,12/18/04,Saturday,12,10:53,33,67,agriculture,6,5,6300,203
630,12,5,12/18/04,Saturday,12,11:23,1,27,gold,8,8,3175,203
631,12,5,12/18/04,Saturday,12,11:23,4,15,hunting,8,8,3175,203
632,13,24,12/18/04,Saturday,12,11:53,18,35,agriculture,10,10,2975,203
633,13,24,12/18/04,Saturday,12,11:53,36,18,steady_job,10,10,2975,203
634,14,25,12/18/04,Saturday,12,12:23,5,40,agriculture,8,9,5925,203
635,15,4,12/18/04,Saturday,12,12:53,6,30,domestic,11,11,7275,203
636,15,4,12/18/04,Saturday,12,12:53,12,17,z,11,11,7275,203
637,16,21,12/18/04,Saturday,12,13:23,8,45,gold,12,11,7600,203
638,16,21,12/18/04,Saturday,12,13:23,25,50,manufacture,12,11,7600,203
639,17,26,12/18/04,Saturday,12,13:53,42,24,firewood,3,4,14650,203
640,18,11,12/18/04,Saturday,12,14:23,28,44,agriculture,10,9,7350,203
641,18,11,12/18/04,Saturday,12,14:23,43,17,gold,10,9,7350,203
642,19,9,12/18/04,Saturday,12,14:53,14,16,firewood,10,10,4975,203
643,19,9,12/18/04,Saturday,12,14:53,23,43,z,10,10,4975,203
644,19,9,12/18/04,Saturday,12,14:53,9,14,z,10,10,4975,203
645,20,1,12/18/04,Saturday,12,15:23,19,13,domestic,13,13,6050,203
646,20,1,12/18/04,Saturday,12,15:23,3,17,z,13,13,6050,203
647,20,1,12/18/04,Saturday,12,15:23,7,15,z,13,13,6050,203
648,20,1,12/18/04,Saturday,12,15:23,16,29,steady_job,13,13,6050,203
649,21,18,12/18/04,Saturday,12,15:53,32,40,z,10,9,1300,203
650,21,18,12/18/04,Saturday,12,15:53,21,17,z,10,9,1300,203
651,21,18,12/18/04,Saturday,12,15:53,44,16,z,10,9,1300,203
652,23,7,12/18/04,Saturday,12,16:53,31,62,domestic,2,3,7175,203
653,25,29,12/18/04,Saturday,12,17:53,20,43,z,3,3,56200,203
654,25,29,12/18/04,Saturday,12,17:53,22,14,z,3,3,56200,203
655,1,19,12/19/04,Sunday,12,5:42,33,67,z,6,5,6300,203
656,2,5,12/19/04,Sunday,12,6:12,4,15,z,8,8,3175,203
657,2,5,12/19/04,Sunday,12,6:12,1,27,z,8,8,3175,203
658,3,6,12/19/04,Sunday,12,6:42,45,27,z,7,7,800,203
659,4,22,12/19/04,Sunday,12,7:12,39,57,z,2,8,12475,203
660,5,16,12/19/04,Sunday,12,7:42,11,29,z,6,7,2100,203
661,6,24,12/19/04,Sunday,12,8:12,30,16,z,10,10,2975,203
662,6,24,12/19/04,Sunday,12,8:12,36,18,z,10,10,2975,203
663,7,9,12/19/04,Sunday,12,8:42,23,43,z,10,10,4975,203
664,7,9,12/19/04,Sunday,12,8:42,14,16,z,10,10,4975,203
665,7,9,12/19/04,Sunday,12,8:42,9,14,z,10,10,4975,203
666,8,10,12/19/04,Sunday,12,9:12,26,46,z,8,9,7975,203
667,9,21,12/19/04,Sunday,12,9:42,8,45,z,12,11,7600,203
668,9,21,12/19/04,Sunday,12,9:42,25,50,z,12,11,7600,203
669,11,7,12/19/04,Sunday,12,10:42,31,62,z,2,3,7175,203
670,14,3,12/19/04,Sunday,12,12:12,35,44,z,10,10,40850,203
671,16,17,12/19/04,Sunday,12,13:12,13,31,z,9,9,8600,203
672,17,23,12/19/04,Sunday,12,13:42,17,40,z,6,6,4050,203
673,18,1,12/19/04,Sunday,12,14:12,3,17,z,13,13,6050,203
674,18,1,12/19/04,Sunday,12,14:12,16,29,z,13,13,6050,203
675,18,1,12/19/04,Sunday,12,14:12,7,15,z,13,13,6050,203
676,18,1,12/19/04,Sunday,12,14:12,19,13,z,13,13,6050,203
677,19,26,12/19/04,Sunday,12,14:42,42,24,z,3,4,14650,203
678,20,4,12/19/04,Sunday,12,15:12,12,17,z,11,11,7275,203
679,20,4,12/19/04,Sunday,12,15:12,6,30,z,11,11,7275,203
680,21,13,12/19/04,Sunday,12,15:42,41,60,other_work,6,6,3300,203
681,21,13,12/19/04,Sunday,12,15:42,10,14,z,6,6,3300,203
682,22,25,12/19/04,Sunday,12,16:12,5,40,z,8,9,5925,203
683,23,12,12/19/04,Sunday,12,16:42,29,13,domestic,4,4,5550,203
684,23,12,12/19/04,Sunday,12,16:42,15,32,other_work,4,4,5550,203
685,24,29,12/19/04,Sunday,12,17:12,22,14,domestic,3,3,56200,203
686,24,29,12/19/04,Sunday,12,17:12,20,43,other_work,3,3,56200,203
687,25,18,12/19/04,Sunday,12,17:42,32,40,other_work,10,9,1300,203
688,25,18,12/19/04,Sunday,12,17:42,21,17,z,10,9,1300,203
689,25,18,12/19/04,Sunday,12,17:42,44,16,z,10,9,1300,203
690,1,21,12/20/04,Monday,12,5:45,25,50,z,12,11,7600,203
691,1,21,12/20/04,Monday,12,5:45,8,45,z,12,11,7600,203
692,2,18,12/20/04,Monday,12,6:15,32,40,manufacture,10,9,1300,203
693,2,18,12/20/04,Monday,12,6:15,21,17,z,10,9,1300,203
694,2,18,12/20/04,Monday,12,6:15,44,16,z,10,9,1300,203
695,3,13,12/20/04,Monday,12,6:45,41,60,agriculture,6,6,3300,203
696,3,13,12/20/04,Monday,12,6:45,10,14,z,6,6,3300,203
697,4,4,12/20/04,Monday,12,7:15,12,17,z,11,11,7275,203
698,4,4,12/20/04,Monday,12,7:15,6,30,z,11,11,7275,203
699,5,3,12/20/04,Monday,12,7:45,35,44,z,10,10,40850,203
700,6,12,12/20/04,Monday,12,8:15,15,32,agriculture,4,4,5550,203
701,6,12,12/20/04,Monday,12,8:15,29,13,agriculture,4,4,5550,203
702,7,1,12/20/04,Monday,12,8:45,19,13,z,13,13,6050,203
703,7,1,12/20/04,Monday,12,8:45,3,17,z,13,13,6050,203
704,7,1,12/20/04,Monday,12,8:45,7,15,z,13,13,6050,203
705,7,1,12/20/04,Monday,12,8:45,16,29,steady_job,13,13,6050,203
706,8,19,12/20/04,Monday,12,9:15,33,67,agriculture,6,5,6300,203
707,9,10,12/20/04,Monday,12,9:45,26,46,z,8,9,7975,203
708,10,6,12/20/04,Monday,12,10:15,45,27,firewood,7,7,800,203
709,11,30,12/20/04,Monday,12,10:45,38,28,z,5,5,4800,203
710,13,24,12/20/04,Monday,12,11:44,30,16,gold,10,10,2975,203
711,13,24,12/20/04,Monday,12,11:44,18,35,wage,10,10,2975,203
712,14,7,12/20/04,Monday,12,12:15,31,62,z,2,3,7175,203
