choice,Tide,Wisk,EraPlus,Surf,Solo,All
Surf,0.064062500,0.0396997900,0.05935198,0.038020830,0.05382750,0.03720531
EraPlus,0.052812500,0.0489062500,0.06453125,0.038906250,0.06453125,0.03890625
EraPlus,0.058671880,0.0496234400,0.05359375,0.064531250,0.06453125,0.03890625
EraPlus,0.064531250,0.0417701300,0.05359375,0.056718750,0.06453125,0.03890625
EraPlus,0.065312500,0.0575000000,0.06062500,0.049687500,0.06716375,0.04073406
EraPlus,0.051546880,0.0467187500,0.06453125,0.056718750,0.06453125,0.03890625
EraPlus,0.065312500,0.0496875000,0.05593750,0.049687500,0.06716375,0.04073406
Tide,0.058671880,0.0511591000,0.06453125,0.056718750,0.05867188,0.03890625
Tide,0.058742190,0.0467187500,0.06453125,0.056718750,0.05916016,0.03890625
EraPlus,0.067187500,0.0496875000,0.06156250,0.049687500,0.06716375,0.04073406
Solo,0.119853500,0.0444983000,0.07902344,0.052493210,0.07660156,0.04037684
EraPlus,0.056102110,0.0396997900,0.04843750,0.048437500,0.06406250,0.03843750
EraPlus,0.053586970,0.0467187500,0.05031250,0.049843750,0.06546875,0.03890625
EraPlus,0.046718750,0.0467187500,0.06125000,0.049378690,0.06546875,0.03890625
EraPlus,0.046718750,0.0498437500,0.04398438,0.045538190,0.06000000,0.03890625
Solo,0.057656250,0.0576562500,0.06466146,0.057656250,0.05453125,0.03890625
EraPlus,0.057617190,0.0488281300,0.05281250,0.048828130,0.06445313,0.04054344
EraPlus,0.050234380,0.0498437500,0.06304688,0.049843750,0.06546875,0.03890625
EraPlus,0.051406250,0.0467187500,0.06304688,0.057656250,0.06546875,0.03890625
EraPlus,0.067187500,0.0671875000,0.06718750,0.067187500,0.06716375,0.04073406
EraPlus,0.067187500,0.0671875000,0.06718750,0.067187500,0.06716375,0.04073406
EraPlus,0.053750000,0.0498437500,0.06000000,0.065468750,0.06546875,0.04359375
EraPlus,0.065468750,0.0576562500,0.04515625,0.041718750,0.06546875,0.04359375
EraPlus,0.065468750,0.0381250000,0.06182292,0.046718750,0.06546875,0.04359375
EraPlus,0.065468750,0.0467187500,0.06546875,0.054010420,0.06546875,0.04359375
EraPlus,0.065937500,0.0467187500,0.06570313,0.050937500,0.05765625,0.04359375
Surf,0.067968750,0.0526562500,0.06165469,0.034531250,0.06796875,0.03281250
Surf,0.061328130,0.0518638400,0.06718750,0.033984380,0.10078130,0.04054344
Tide,0.046406250,0.0444531300,0.06234375,0.046718750,0.05648438,0.03515625
Tide,0.050937500,0.0396997900,0.06343750,0.055625000,0.04989583,0.03720531
Tide,0.051979170,0.0396997900,0.05270833,0.050833330,0.04937500,0.04052083
Surf,0.061315940,0.0526562500,0.04120283,0.072252600,0.10203130,0.03644792
Surf,0.067109380,0.0474218800,0.06867188,0.057968750,0.05929969,0.03281250
Tide,0.060735490,0.0604644100,0.05408333,0.058068180,0.05976563,0.03963542
EraPlus,0.057421880,0.0645312500,0.05867188,0.064531250,0.06453125,0.03890625
Wisk,0.064687500,0.0436458300,0.05010417,0.057708330,0.05010417,0.03166667
EraPlus,0.067578130,0.0552343800,0.06820313,0.050156250,0.06062500,0.03281250
Surf,0.060751490,0.0499843800,0.05976563,0.046250000,0.05744792,0.03718750
Tide,0.038829790,0.0437637100,0.06500000,0.046718750,0.06546875,0.03890625
Tide,0.057812500,0.0488281300,0.05859375,0.048828130,0.05273438,0.04054344
Tide,0.051406250,0.0488281300,0.06445313,0.048828130,0.06445313,0.04054344
Tide,0.054427080,0.0644531300,0.05664063,0.048828130,0.04679688,0.04054344
Tide,0.054166670,0.0502937500,0.05924479,0.046796880,0.06445313,0.04054344
Tide,0.049843750,0.0482812500,0.05671875,0.046718750,0.06546875,0.04359375
Wisk,0.065312500,0.0250000000,0.06562500,0.065625000,0.06716375,0.04073406
All,0.064531250,0.0446746900,0.05859375,0.056718750,0.06453125,0.03890625
Tide,0.053203130,0.0467187500,0.06453125,0.048906250,0.05867188,0.03890625
Tide,0.055386400,0.0480468800,0.06351563,0.063671880,0.06367188,0.04054344
Solo,0.061406250,0.0496234400,0.06140625,0.045781250,0.06140625,0.03515625
Solo,0.064531250,0.0489062500,0.06453125,0.048906250,0.06453125,0.03515625
Solo,0.064531250,0.0496234400,0.06453125,0.056647030,0.05320313,0.03515625
Solo,0.056718750,0.0455468800,0.05867188,0.048906250,0.04921875,0.03515625
Solo,0.060625000,0.0489062500,0.05867188,0.048906250,0.05437500,0.03515625
Tide,0.061601560,0.0489062500,0.06453125,0.048906250,0.05867188,0.03515625
Tide,0.051445310,0.0489062500,0.05687500,0.045546880,0.05867188,0.03937500
Solo,0.064531250,0.0489062500,0.05453125,0.046718750,0.05015625,0.04125000
Solo,0.057118060,0.0396997900,0.05885417,0.046354170,0.03947917,0.03750000
Tide,0.056718750,0.0467187500,0.06453125,0.056718750,0.05234375,0.04359375
Tide,0.055156250,0.0396997900,0.05935198,0.056226250,0.05382750,0.03843750
Wisk,0.064531250,0.0448567700,0.05281250,0.052876560,0.05867188,0.03890625
Solo,0.060625000,0.0489062500,0.05281250,0.064531250,0.04707083,0.03890625
Surf,0.058020830,0.0489062500,0.05281250,0.015685760,0.05468750,0.03890625
Wisk,0.058671880,0.0485156300,0.06062500,0.051718750,0.05929969,0.03890625
Tide,0.055939210,0.0396997900,0.06406250,0.048437500,0.04843750,0.03843750
Wisk,0.064531250,0.0359716800,0.06453125,0.064531250,0.05541667,0.03890625
Tide,0.049331280,0.0396997900,0.05625000,0.048437500,0.06406250,0.03843750
Tide,0.047272490,0.0480468800,0.06351563,0.063671880,0.06367188,0.04054344
Tide,0.047272490,0.0480468800,0.06351563,0.063671880,0.06367188,0.04054344
Tide,0.046701390,0.0396997900,0.05885417,0.064062500,0.05885417,0.03843750
Tide,0.040182620,0.0434472700,0.06453125,0.048906250,0.05867188,0.03515625
Surf,0.051406250,0.0476562500,0.06320313,0.031250000,0.06312500,0.03515625
Tide,0.037961970,0.0467187500,0.06125000,0.049843750,0.06546875,0.03890625
Wisk,0.058463540,0.0474218800,0.06367188,0.048046880,0.05460938,0.04054344
Wisk,0.056640630,0.0452343800,0.05273438,0.046640630,0.05195313,0.04054344
Wisk,0.064453130,0.0389843800,0.05859375,0.064453130,0.05206473,0.04054344
Surf,0.053710940,0.0502937500,0.04882813,0.036562500,0.04679688,0.04054344
Wisk,0.055625000,0.0351562500,0.04773438,0.048046880,0.06367188,0.04054344
EraPlus,0.064531250,0.0485937500,0.04203125,0.046718750,0.05015625,0.03890625
Wisk,0.052812500,0.0421875000,0.06453125,0.045546880,0.05093750,0.03937500
Wisk,0.065312500,0.0578125000,0.06562500,0.065625000,0.06562500,0.04073406
Wisk,0.065312500,0.0590625000,0.06562500,0.059062500,0.06716375,0.04073406
EraPlus,0.064531250,0.0645312500,0.05867188,0.038906250,0.05929969,0.03890625
Surf,0.061315940,0.1162500000,0.06165469,0.037251560,0.05929969,0.03846234
Tide,0.044298540,0.0437637100,0.06500000,0.046718750,0.06546875,0.03890625
Solo,0.047395830,0.0396997900,0.05781250,0.055000000,0.05260417,0.03468750
Wisk,0.064531250,0.0390625000,0.06437500,0.055625000,0.06453125,0.03890625
Wisk,0.060625000,0.0548625200,0.05867188,0.038906250,0.05562500,0.03890625
EraPlus,0.061718750,0.0496234400,0.06234375,0.035156250,0.06234375,0.03515625
EraPlus,0.047395830,0.0396997900,0.05781250,0.055000000,0.05260417,0.03468750
EraPlus,0.058671880,0.0489062500,0.05687500,0.048906250,0.05289063,0.03515625
EraPlus,0.056718750,0.0455468800,0.04921875,0.042187500,0.05179688,0.03937500
EraPlus,0.061093750,0.0467187500,0.04078125,0.052876560,0.05783854,0.03890625
Tide,0.057226290,0.0396997900,0.05935198,0.056226250,0.05382750,0.03720531
EraPlus,0.065820310,0.0545729200,0.06029768,0.052876560,0.05768041,0.03836806
EraPlus,0.063932940,0.0520833300,0.06446691,0.059563130,0.06750000,0.04073406
EraPlus,0.064531250,0.0485450500,0.05828125,0.052876560,0.05929969,0.03890625
EraPlus,0.065333810,0.0600130200,0.06577736,0.063871530,0.08218750,0.03890625
EraPlus,0.056718750,0.0489062500,0.05867188,0.038906250,0.05867188,0.03890625
EraPlus,0.064531250,0.0586718800,0.05203125,0.064531250,0.06453125,0.03890625
EraPlus,0.064062500,0.0396997900,0.04843750,0.048437500,0.04843750,0.03720531
Surf,0.061354170,0.0531250000,0.06562500,0.053125000,0.06562500,0.04073406
Surf,0.065312500,0.0496875000,0.06531250,0.065312500,0.06716375,0.04073406
Surf,0.053125000,0.0531250000,0.06562500,0.053125000,0.06562500,0.04073406
Surf,0.065312500,0.0496875000,0.06062500,0.065312500,0.06716375,0.04073406
Surf,0.061354170,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
Surf,0.056484380,0.0456510400,0.06777344,0.050533850,0.06023438,0.03630208
Surf,0.064531250,0.0442187500,0.06453125,0.064531250,0.06453125,0.03890625
Surf,0.060625000,0.0450000000,0.06453125,0.056718750,0.06453125,0.03890625
Surf,0.058671880,0.0439903800,0.06453125,0.048906250,0.05867188,0.03890625
EraPlus,0.052812500,0.0456445300,0.06453125,0.048906250,0.05867188,0.03890625
Tide,0.052812500,0.0489062500,0.06453125,0.048906250,0.05867188,0.03890625
Tide,0.058671880,0.0382164900,0.06453125,0.048906250,0.05867188,0.03890625
EraPlus,0.061315940,0.0489062500,0.06453125,0.048906250,0.05929969,0.03890625
EraPlus,0.064531250,0.0496234400,0.06453125,0.048906250,0.05867188,0.03515625
EraPlus,0.055416670,0.0489062500,0.06453125,0.056718750,0.05541667,0.03890625
EraPlus,0.064062500,0.0396997900,0.04843750,0.056250000,0.04843750,0.03843750
EraPlus,0.064479170,0.0396997900,0.04885417,0.056458330,0.04885417,0.03720531
EraPlus,0.064062500,0.0396997900,0.04843750,0.056226250,0.05382750,0.03843750
EraPlus,0.125000000,0.0534375000,0.06852679,0.051614580,0.07026042,0.04073406
EraPlus,0.065312500,0.0656250000,0.06562500,0.065625000,0.06562500,0.04073406
Tide,0.053498260,0.0480468800,0.06351563,0.053744530,0.06367188,0.04054344
Tide,0.058671880,0.0462500000,0.06052083,0.064531250,0.06453125,0.03890625
Tide,0.064479170,0.0396997900,0.06447917,0.055625000,0.05406250,0.03720531
Tide,0.056250000,0.0396997900,0.05885417,0.056226250,0.05364583,0.03843750
Tide,0.056250000,0.0396997900,0.05885417,0.056226250,0.05364583,0.03843750
Tide,0.051979170,0.0396997900,0.05927083,0.046770830,0.05406250,0.03720531
Tide,0.054062500,0.0396997900,0.06447917,0.046770830,0.05406250,0.03720531
Tide,0.064531250,0.0489062500,0.06437500,0.048906250,0.06453125,0.03846234
Tide,0.054062500,0.0396997900,0.06447917,0.046770830,0.05382750,0.03720531
EraPlus,0.057118060,0.0396997900,0.06059028,0.064062500,0.06406250,0.03843750
Tide,0.067187500,0.0671875000,0.06718750,0.063125000,0.06716375,0.04073406
Tide,0.065468750,0.0654687500,0.05718750,0.046718750,0.06546875,0.04359375
Tide,0.055104170,0.0396997900,0.06406250,0.056250000,0.05625000,0.03720531
Surf,0.065312500,0.0496875000,0.05593750,0.049687500,0.06716375,0.04073406
Surf,0.068920450,0.0496193200,0.05593750,0.040312500,0.06716375,0.04073406
Wisk,0.119853500,0.0319983000,0.07902344,0.052493210,0.07660156,0.04037684
Wisk,0.054453130,0.0346527800,0.06546875,0.057656250,0.06546875,0.03890625
Wisk,0.065312500,0.0578125000,0.06562500,0.065625000,0.06562500,0.04073406
Wisk,0.065312500,0.0265625000,0.06562500,0.065625000,0.06562500,0.04073406
Wisk,0.067187500,0.0381250000,0.06718750,0.058750000,0.06716375,0.04073406
Wisk,0.064531250,0.0467187500,0.06437500,0.055625000,0.06453125,0.03890625
Wisk,0.067187500,0.0671875000,0.06718750,0.067187500,0.06716375,0.04073406
Wisk,0.067187500,0.0421875000,0.06718750,0.063125000,0.06716375,0.04073406
Solo,0.060006010,0.0533253200,0.05303879,0.052876560,0.04829688,0.03776654
EraPlus,0.060625000,0.0421043900,0.05867188,0.052876560,0.05744016,0.03890625
Surf,0.060625000,0.0489062500,0.05027917,0.038906250,0.05867188,0.03890625
EraPlus,0.059642560,0.0645312500,0.04304688,0.038906250,0.04671875,0.03890625
Surf,0.059218750,0.0531250000,0.06562500,0.028125000,0.06562500,0.04073406
EraPlus,0.064531250,0.0567187500,0.05906250,0.038906250,0.06453125,0.03890625
EraPlus,0.064062500,0.0396997900,0.06406250,0.056250000,0.04843750,0.03843750
Tide,0.049609380,0.0467968800,0.05846354,0.055859380,0.05067308,0.04054344
EraPlus,0.064531250,0.0489062500,0.06453125,0.056718750,0.06453125,0.03890625
EraPlus,0.058671880,0.0442668300,0.05242188,0.048906250,0.06453125,0.03890625
EraPlus,0.064531250,0.0489062500,0.06437500,0.056718750,0.06453125,0.03890625
EraPlus,0.064531250,0.0489062500,0.06437500,0.056718750,0.06453125,0.03890625
EraPlus,0.064531250,0.0489062500,0.05070313,0.055625000,0.05015625,0.03890625
EraPlus,0.064531250,0.0467187500,0.06119792,0.055625000,0.05015625,0.04359375
EraPlus,0.064531250,0.0467187500,0.06453125,0.056718750,0.05234375,0.04359375
Tide,0.037961970,0.0467187500,0.06125000,0.049843750,0.06546875,0.03890625
EraPlus,0.064531250,0.0467187500,0.05320313,0.052876560,0.05893973,0.03890625
EraPlus,0.061835940,0.0550331400,0.05295213,0.052876560,0.05947798,0.03919118
EraPlus,0.056718750,0.0567187500,0.05281250,0.052876560,0.05727692,0.03890625
EraPlus,0.064531250,0.0489062500,0.05026786,0.038906250,0.05867188,0.03890625
EraPlus,0.062031250,0.0467187500,0.05394531,0.035156250,0.06234375,0.03515625
EraPlus,0.062031250,0.0467187500,0.05941406,0.035156250,0.06234375,0.03515625
Surf,0.064531250,0.0489062500,0.06453125,0.023281250,0.06453125,0.03846234
Surf,0.064531250,0.0489062500,0.06453125,0.023281250,0.06453125,0.03890625
Surf,0.033125000,0.0480468800,0.05908891,0.046796880,0.05771672,0.04054344
Tide,0.054097220,0.0396997900,0.04843750,0.056250000,0.04843750,0.03843750
EraPlus,0.073593750,0.0494965300,0.06823201,0.076437500,0.07070313,0.04082031
EraPlus,0.056718750,0.0489062500,0.06453125,0.045694440,0.06453125,0.03890625
Tide,0.054828130,0.0467968800,0.06367188,0.063671880,0.05781250,0.04054344
EraPlus,0.064531250,0.0467187500,0.06453125,0.064531250,0.05867188,0.03890625
Surf,0.064531250,0.0461279300,0.06453125,0.052812500,0.05541667,0.03890625
EraPlus,0.064531250,0.0432948400,0.06453125,0.056718750,0.05671875,0.03890625
EraPlus,0.063671880,0.0469381900,0.05940781,0.055859380,0.05594535,0.04054344
EraPlus,0.063359380,0.0480468800,0.06335938,0.053744530,0.06367188,0.04054344
EraPlus,0.057656250,0.0480468800,0.06351563,0.063671880,0.05771672,0.04054344
EraPlus,0.063515630,0.0558593800,0.04832031,0.048046880,0.06367188,0.04054344
EraPlus,0.058854170,0.0396997900,0.06059028,0.064062500,0.05885417,0.03843750
EraPlus,0.054739580,0.0471875000,0.06437500,0.055625000,0.06453125,0.03890625
EraPlus,0.064531250,0.0489062500,0.06109375,0.042968750,0.05015625,0.03890625
EraPlus,0.064531250,0.0489062500,0.06109375,0.046718750,0.05015625,0.03890625
EraPlus,0.064531250,0.0451562500,0.05953125,0.046718750,0.05015625,0.04125000
EraPlus,0.064531250,0.0467187500,0.06119792,0.046718750,0.05015625,0.04359375
Wisk,0.065312500,0.0575000000,0.06531250,0.065312500,0.06716375,0.04073406
Surf,0.064531250,0.0496234400,0.06453125,0.016603860,0.05036542,0.03515625
EraPlus,0.046423610,0.0396997900,0.05260417,0.056250000,0.06406250,0.03468750
Wisk,0.064531250,0.0375765300,0.05867188,0.035156250,0.05541667,0.03515625
Wisk,0.064531250,0.0007171875,0.06453125,0.055904860,0.06453125,0.03515625
Wisk,0.061562500,0.0307488800,0.06546875,0.048906250,0.06546875,0.03890625
Wisk,0.064531250,0.0400681100,0.06453125,0.056718750,0.05531250,0.03846234
Wisk,0.051432290,0.0400000000,0.06445313,0.048828130,0.06445313,0.04054344
Wisk,0.057656250,0.0310937500,0.06546875,0.049843750,0.06546875,0.03890625
Surf,0.054635420,0.0421875000,0.06234375,0.046718750,0.06234375,0.03515625
Surf,0.058136720,0.0481578900,0.05901042,0.047656250,0.05687500,0.03515625
Surf,0.051032200,0.0467187500,0.05914063,0.049297340,0.06546875,0.03890625
Surf,0.052187500,0.0396997900,0.06281250,0.039375000,0.06281250,0.03468750
Surf,0.052968750,0.0576562500,0.06156250,0.049843750,0.06000000,0.03890625
Surf,0.054602580,0.0576562500,0.06546875,0.049843750,0.06000000,0.03890625
Surf,0.060664060,0.0479687500,0.05773438,0.048281250,0.06359375,0.03846234
Surf,0.051067710,0.0489062500,0.05281250,0.016287200,0.06453125,0.03890625
Tide,0.055826220,0.0504687500,0.06500000,0.046718750,0.06546875,0.03890625
EraPlus,0.062539060,0.0540104200,0.05687500,0.046718750,0.06546875,0.04359375
EraPlus,0.050725570,0.0530729200,0.05213449,0.045755210,0.06791667,0.04054344
Tide,0.054375000,0.0496875000,0.06062500,0.057500000,0.06716375,0.04073406
All,0.060625000,0.0444209600,0.05851563,0.048906250,0.06453125,0.03890625
All,0.052018230,0.0396997900,0.05364583,0.064062500,0.05885417,0.03843750
All,0.064531250,0.0457812500,0.05453125,0.055625000,0.05015625,0.03890625
All,0.065468750,0.0467187500,0.06182292,0.065468750,0.05625000,0.03109375
Tide,0.054453130,0.0448090300,0.06546875,0.057656250,0.06546875,0.03890625
Surf,0.059765630,0.0526562500,0.05390625,0.050156250,0.05976563,0.03171875
Solo,0.058671880,0.0489062500,0.05281250,0.031564380,0.05468750,0.03890625
Solo,0.062031250,0.0467187500,0.05941406,0.035156250,0.06234375,0.03515625
Tide,0.060546880,0.0636718800,0.06367188,0.063671880,0.06367188,0.04054344
Tide,0.064531250,0.0513608900,0.08937500,0.048906250,0.05772135,0.03846234
Tide,0.053645830,0.0396997900,0.06059028,0.056226250,0.05382750,0.03843750
Tide,0.043567710,0.0467968800,0.05908891,0.053744530,0.04945313,0.04054344
Tide,0.058203130,0.0396997900,0.05935198,0.056226250,0.05382750,0.03843750
Tide,0.064531250,0.0485450500,0.06453125,0.052876560,0.05929969,0.03890625
Tide,0.064270830,0.0396997900,0.05935198,0.056226250,0.05382750,0.03843750
Tide,0.050990940,0.0557031300,0.05547526,0.048046880,0.06500000,0.04054344
Tide,0.056835940,0.0459375000,0.06367188,0.063671880,0.06367188,0.04054344
Tide,0.057805990,0.0396997900,0.06406250,0.048437500,0.04843750,0.03843750
Tide,0.065468750,0.0467187500,0.06546875,0.057187500,0.05765625,0.03890625
Tide,0.052812500,0.0421875000,0.06453125,0.056718750,0.05867188,0.03515625
Tide,0.047006120,0.0467187500,0.06125000,0.049843750,0.06546875,0.03890625
Tide,0.048906250,0.0435937500,0.06052083,0.056718750,0.06453125,0.03890625
Tide,0.051406250,0.0498437500,0.06304688,0.057656250,0.06546875,0.03890625
Surf,0.064531250,0.0496234400,0.06453125,0.048906250,0.05867188,0.03515625
Wisk,0.064531250,0.0467187500,0.06437500,0.055625000,0.06453125,0.03890625
Wisk,0.053750000,0.0373437500,0.06182292,0.057656250,0.06546875,0.03890625
EraPlus,0.065468750,0.0576562500,0.05609375,0.041718750,0.06546875,0.04359375
Tide,0.056250000,0.0396997900,0.06406250,0.056226250,0.03416667,0.03720531
EraPlus,0.058671880,0.0478125000,0.05359375,0.056718750,0.05867188,0.03890625
EraPlus,0.064388020,0.0396997900,0.04276442,0.048835230,0.04885417,0.03720531
EraPlus,0.054453130,0.0435988500,0.06546875,0.048906250,0.06546875,0.03890625
EraPlus,0.051875000,0.0396997900,0.06447917,0.055625000,0.06447917,0.03720531
EraPlus,0.059270830,0.0396997900,0.05770833,0.055625000,0.05927083,0.03720531
EraPlus,0.059270830,0.0396997900,0.06447917,0.064479170,0.05382750,0.03720531
EraPlus,0.055338540,0.0488281300,0.04734375,0.056640630,0.06445313,0.04054344
EraPlus,0.054062500,0.0396997900,0.06447917,0.046770830,0.05382750,0.03720531
EraPlus,0.064479170,0.0396997900,0.06447917,0.046770830,0.06447917,0.03720531
EraPlus,0.052812500,0.0489062500,0.06453125,0.042187500,0.05867188,0.03937500
EraPlus,0.065468750,0.0654687500,0.05718750,0.046718750,0.06546875,0.04359375
EraPlus,0.052812500,0.0421875000,0.06453125,0.042187500,0.05179688,0.03937500
Wisk,0.056067710,0.0293777400,0.04746875,0.056226250,0.05085938,0.03586806
EraPlus,0.064531250,0.0489062500,0.04875000,0.056718750,0.06453125,0.03890625
Tide,0.034375000,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
Wisk,0.052812500,0.0332812500,0.06453125,0.038906250,0.06453125,0.03890625
Wisk,0.064531250,0.0310937500,0.06437500,0.052876560,0.06453125,0.03890625
Tide,0.050414660,0.0489062500,0.05281250,0.038906250,0.04976563,0.03890625
Surf,0.067968750,0.0546093800,0.06640625,0.048359380,0.06796875,0.03281250
Tide,0.052114580,0.0636718800,0.06367188,0.063671880,0.05523438,0.04054344
Tide,0.066250000,0.0509375000,0.07343750,0.066875000,0.06716375,0.04073406
Wisk,0.063671880,0.0467968800,0.06367188,0.048046880,0.06367188,0.04054344
EraPlus,0.060691960,0.0427187500,0.05281250,0.052876560,0.05867188,0.03890625
EraPlus,0.063671880,0.0432812500,0.05781250,0.053744530,0.05771672,0.04054344
EraPlus,0.052812500,0.0489062500,0.04304688,0.038906250,0.05468750,0.03890625
EraPlus,0.058854170,0.0396997900,0.06406250,0.048437500,0.06406250,0.03843750
EraPlus,0.059501490,0.0498437500,0.05960938,0.057656250,0.06546875,0.03890625
EraPlus,0.064479170,0.0396997900,0.05770833,0.055625000,0.05406250,0.03720531
Wisk,0.065468750,0.0406250000,0.06182292,0.065468750,0.06546875,0.04359375
Wisk,0.052456900,0.0553515600,0.07437500,0.083476560,0.06934570,0.04054344
Wisk,0.054557290,0.0437934000,0.05585938,0.048046880,0.05195313,0.04054344
Wisk,0.062682290,0.0451953100,0.06718750,0.053398440,0.06718750,0.04054344
Wisk,0.068093750,0.0304687500,0.06820313,0.050156250,0.06257813,0.03281250
Wisk,0.064531250,0.0442187500,0.06453125,0.064531250,0.05851563,0.03890625
Wisk,0.049218750,0.0446093800,0.06484375,0.065546880,0.06484375,0.04054344
Wisk,0.058111720,0.0457812500,0.04921875,0.057734380,0.06484375,0.04054344
Wisk,0.064843750,0.0442578100,0.06484375,0.053744530,0.05078125,0.04054344
Wisk,0.055729170,0.0388281300,0.06484375,0.057734380,0.05078125,0.04054344
EraPlus,0.064531250,0.0645312500,0.05359375,0.064531250,0.06453125,0.03890625
EraPlus,0.065468750,0.0540104200,0.05609375,0.046718750,0.06546875,0.04359375
Solo,0.064941410,0.0520937500,0.06650000,0.064232950,0.04462500,0.04073406
Surf,0.065468750,0.0531250000,0.06562500,0.003125000,0.06562500,0.04073406
Tide,0.034218750,0.0531250000,0.06562500,0.053125000,0.06562500,0.04073406
Surf,0.062357950,0.0628515600,0.06329327,0.042859380,0.06716375,0.04073406
Wisk,0.059218750,0.0218750000,0.06562500,0.059375000,0.06562500,0.04073406
Surf,0.065312500,0.0653125000,0.05593750,0.026250000,0.06716375,0.04073406
Wisk,0.064531250,0.0310937500,0.06453125,0.056718750,0.05085938,0.03890625
Tide,0.054453130,0.0435988500,0.06546875,0.048906250,0.06546875,0.03890625
Surf,0.064531250,0.0567187500,0.06437500,0.052812500,0.06453125,0.03890625
Wisk,0.064531250,0.0364062500,0.06437500,0.047031250,0.06453125,0.03890625
Surf,0.064531250,0.0485937500,0.05531250,0.035000000,0.05015625,0.03890625
Tide,0.048906250,0.0451562500,0.05453125,0.046718750,0.05015625,0.04125000
EraPlus,0.053125000,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
EraPlus,0.061423610,0.0500000000,0.06562500,0.050000000,0.06562500,0.04073406
EraPlus,0.060625000,0.0462500000,0.04757813,0.056718750,0.05851563,0.03890625
EraPlus,0.047734380,0.0480468800,0.04773438,0.053744530,0.06367188,0.04054344
EraPlus,0.067187500,0.0671875000,0.06718750,0.063125000,0.06716375,0.04073406
EraPlus,0.055651040,0.0525000000,0.04898438,0.049531250,0.05179688,0.04210938
Wisk,0.058671880,0.0469531300,0.06062500,0.064531250,0.06453125,0.03890625
Surf,0.054602580,0.0576562500,0.06546875,0.034218750,0.06000000,0.03890625
Solo,0.061315940,0.0518576400,0.07250000,0.052876560,0.07565104,0.07453125
Solo,0.064531250,0.0645312500,0.06062500,0.038906250,0.06453125,0.03890625
Solo,0.058671880,0.0517968800,0.06062500,0.064531250,0.06453125,0.03890625
Solo,0.064062500,0.0396997900,0.06406250,0.064062500,0.04843750,0.03720531
Tide,0.057859380,0.0636718800,0.06367188,0.063671880,0.04679688,0.04054344
Tide,0.057812500,0.0468868400,0.06367188,0.053744530,0.06367188,0.04054344
Tide,0.062500940,0.0396997900,0.06406250,0.056250000,0.05625000,0.03720531
Tide,0.064189310,0.0396997900,0.04172363,0.056250000,0.04853009,0.03720531
Tide,0.073880210,0.0396997900,0.04955819,0.052482640,0.05195602,0.03720531
Tide,0.053586970,0.0467187500,0.06125000,0.049843750,0.06546875,0.03890625
Tide,0.055687650,0.0466406300,0.06445313,0.064453130,0.06445313,0.04054344
Surf,0.064479170,0.0396997900,0.06447917,0.048854170,0.05382750,0.03720531
Surf,0.058593750,0.0556250000,0.06445313,0.048828130,0.06445313,0.04054344
Tide,0.052187500,0.0480468800,0.06351563,0.063671880,0.06367188,0.04054344
EraPlus,0.063359380,0.0459375000,0.04375000,0.053744530,0.06367188,0.04054344
Surf,0.064531250,0.0489062500,0.06437500,0.030312500,0.05015625,0.03890625
Tide,0.046458330,0.0396997900,0.06406250,0.064062500,0.04979167,0.03720531
Tide,0.040156250,0.0467968800,0.05908891,0.053744530,0.04945313,0.04054344
Tide,0.054453130,0.0435988500,0.06546875,0.048906250,0.06546875,0.03890625
Surf,0.056484380,0.0488281300,0.04679688,0.048828130,0.05273438,0.04054344
Surf,0.064531250,0.0496234400,0.06453125,0.037187500,0.05867188,0.03515625
Surf,0.053710940,0.0502937500,0.04882813,0.044375000,0.04679688,0.04054344
Surf,0.065468750,0.0654687500,0.05609375,0.023593750,0.06546875,0.04359375
Tide,0.050078130,0.0467968800,0.05908891,0.063671880,0.04945313,0.04210938
EraPlus,0.055703130,0.0502937500,0.06367188,0.053744530,0.06367188,0.04054344
EraPlus,0.063671880,0.0480468800,0.05523438,0.048046880,0.06367188,0.04054344
EraPlus,0.058854170,0.0396997900,0.05885417,0.056226250,0.05382750,0.03843750
Solo,0.061601560,0.0489062500,0.06453125,0.048906250,0.05867188,0.03515625
EraPlus,0.050937500,0.0396997900,0.06406250,0.064062500,0.04979167,0.04156250
EraPlus,0.053645830,0.0396997900,0.06406250,0.051979170,0.05382750,0.04156250
EraPlus,0.055859380,0.0467578100,0.05846354,0.048906250,0.05023438,0.04054344
Tide,0.061458330,0.0396997900,0.05885417,0.064062500,0.06406250,0.03843750
Tide,0.051909720,0.0396997900,0.06406250,0.056226250,0.05171875,0.04156250
All,0.057118060,0.0396997900,0.06059028,0.056226250,0.05382750,0.04156250
Wisk,0.065000000,0.0556250000,0.06453125,0.055625000,0.05671875,0.03890625
Wisk,0.065000000,0.0431250000,0.06453125,0.046718750,0.05671875,0.03890625
Wisk,0.054454790,0.0437637100,0.06500000,0.046718750,0.06546875,0.03890625
Wisk,0.055826220,0.0504687500,0.06500000,0.046718750,0.06546875,0.03890625
Wisk,0.057794720,0.0484635400,0.06093750,0.046718750,0.06546875,0.03890625
Wisk,0.059609380,0.0482812500,0.06093750,0.046718750,0.06546875,0.03890625
