radon,x,y,county,u
0.5,1,-0.69314718,70,-0.474673717
8.7,0,2.16332303,70,-0.474673717
1.6,1,0.47000363,70,-0.474673717
1.4,0,0.33647224,70,-0.474673717
8.7,0,2.16332303,70,-0.474673717
11.1,0,2.40694511,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
1.1,0,0.09531018,70,-0.474673717
0.9,1,-0.10536052,70,-0.474673717
0.7,0,-0.35667494,70,-0.474673717
4.2,0,1.43508453,70,-0.474673717
3.4,0,1.22377543,70,-0.474673717
2.1,1,0.74193734,70,-0.474673717
2.9,0,1.06471074,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
2.4,0,0.87546874,70,-0.474673717
1.7,0,0.53062825,70,-0.474673717
0.8,1,-0.22314355,70,-0.474673717
11.7,0,2.45958884,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
2.8,0,1.02961942,70,-0.474673717
3.5,1,1.25276297,70,-0.474673717
3.6,0,1.28093385,70,-0.474673717
3.5,0,1.25276297,70,-0.474673717
3.0,0,1.09861229,70,-0.474673717
3.2,1,1.16315081,70,-0.474673717
3.1,0,1.13140211,70,-0.474673717
3.3,0,1.19392247,70,-0.474673717
1.7,1,0.53062825,70,-0.474673717
5.6,0,1.7227666,70,-0.474673717
3.4,0,1.22377543,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
32.2,0,3.47196645,70,-0.474673717
1.1,0,0.09531018,70,-0.474673717
2.1,0,0.74193734,70,-0.474673717
0.8,0,-0.22314355,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
1.3,0,0.26236426,70,-0.474673717
3.1,0,1.13140211,70,-0.474673717
7.2,0,1.97408103,70,-0.474673717
1.4,0,0.33647224,70,-0.474673717
1.3,0,0.26236426,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
5.0,0,1.60943791,70,-0.474673717
2.3,0,0.83290912,70,-0.474673717
2.4,0,0.87546874,70,-0.474673717
1.2,0,0.18232156,70,-0.474673717
5.4,0,1.68639895,70,-0.474673717
1.1,0,0.09531018,70,-0.474673717
1.4,0,0.33647224,70,-0.474673717
7.2,1,1.97408103,70,-0.474673717
1.1,0,0.09531018,70,-0.474673717
3.3,0,1.19392247,70,-0.474673717
3.2,0,1.16315081,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
3.6,0,1.28093385,70,-0.474673717
0.8,0,-0.22314355,70,-0.474673717
1.6,0,0.47000363,70,-0.474673717
1.4,0,0.33647224,70,-0.474673717
2.7,0,0.99325177,70,-0.474673717
3.3,0,1.19392247,70,-0.474673717
0.9,0,-0.10536052,70,-0.474673717
0.6,0,-0.51082562,70,-0.474673717
2.0,0,0.69314718,70,-0.474673717
1.9,0,0.64185389,70,-0.474673717
0.9,0,-0.10536052,70,-0.474673717
5.4,0,1.68639895,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
3.1,0,1.13140211,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
0.9,1,-0.10536052,70,-0.474673717
3.3,0,1.19392247,70,-0.474673717
1.7,0,0.53062825,70,-0.474673717
3.1,0,1.13140211,70,-0.474673717
0.7,1,-0.35667494,70,-0.474673717
4.3,0,1.45861502,70,-0.474673717
1.4,0,0.33647224,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
1.5,0,0.40546511,70,-0.474673717
2.2,1,0.78845736,70,-0.474673717
2.4,0,0.87546874,70,-0.474673717
2.7,0,0.99325177,70,-0.474673717
1.7,0,0.53062825,70,-0.474673717
1.1,1,0.09531018,70,-0.474673717
1.8,1,0.58778666,70,-0.474673717
0.2,0,-1.60943791,70,-0.474673717
2.2,0,0.78845736,70,-0.474673717
4.6,0,1.5260563,70,-0.474673717
2.1,0,0.74193734,70,-0.474673717
2.0,0,0.69314718,70,-0.474673717
0.7,0,-0.35667494,70,-0.474673717
6.4,0,1.85629799,70,-0.474673717
3.0,0,1.09861229,70,-0.474673717
2.0,0,0.69314718,70,-0.474673717
0.9,0,-0.10536052,70,-0.474673717
3.3,0,1.19392247,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
1.8,0,0.58778666,70,-0.474673717
2.2,0,0.78845736,70,-0.474673717
4.3,0,1.45861502,70,-0.474673717
7.5,0,2.01490302,71,0.116395407
6.4,0,1.85629799,71,0.116395407
8.3,0,2.11625551,71,0.116395407
2.1,0,0.74193734,71,0.116395407
3.3,0,1.19392247,71,0.116395407
1.3,0,0.26236426,71,0.116395407
5.0,0,1.60943791,71,0.116395407
1.0,1,0.0,71,0.116395407
7.0,0,1.94591015,71,0.116395407
5.7,0,1.74046617,71,0.116395407
10.1,0,2.31253542,71,0.116395407
6.6,0,1.88706965,71,0.116395407
2.6,1,0.95551145,71,0.116395407
3.3,0,1.19392247,71,0.116395407
1.5,1,0.40546511,71,0.116395407
5.0,0,1.60943791,71,0.116395407
7.4,0,2.00148,71,0.116395407
14.5,0,2.67414865,71,0.116395407
1.8,0,0.58778666,71,0.116395407
7.4,0,2.00148,71,0.116395407
2.6,0,0.95551145,71,0.116395407
3.7,0,1.30833282,71,0.116395407
1.9,0,0.64185389,71,0.116395407
2.2,1,0.78845736,71,0.116395407
5.0,0,1.60943791,71,0.116395407
7.3,0,1.98787435,72,0.269805739
3.7,0,1.30833282,72,0.269805739
2.9,0,1.06471074,72,0.269805739
4.4,0,1.48160454,72,0.269805739
8.4,0,2.12823171,72,0.269805739
5.1,0,1.62924054,72,0.269805739
3.6,0,1.28093385,72,0.269805739
1.5,0,0.40546511,72,0.269805739
8.6,0,2.1517622,72,0.269805739
10.6,0,2.360854,72,0.269805739
8.0,0,2.07944154,73,0.470778329
4.5,0,1.5040774,73,0.470778329
3.0,0,1.09861229,74,0.316028976
2.4,0,0.87546874,74,0.316028976
1.5,0,0.40546511,74,0.316028976
4.8,0,1.56861592,74,0.316028976
6.8,0,1.91692261,75,-0.046840067
2.1,0,0.74193734,75,-0.046840067
6.0,1,1.79175947,75,-0.046840067
2.9,1,1.06471074,76,0.497594477
6.7,0,1.90210753,76,0.497594477
19.3,0,2.9601051,76,0.497594477
4.0,0,1.38629436,76,0.497594477
5.9,0,1.77495235,77,0.150082416
9.0,0,2.19722458,77,0.150082416
8.4,0,2.12823171,77,0.150082416
1.1,1,0.09531018,77,0.150082416
3.1,0,1.13140211,77,0.150082416
11.5,0,2.44234704,77,0.150082416
9.6,0,2.2617631,77,0.150082416
2.9,0,1.06471074,78,-0.672029732
0.7,1,-0.35667494,78,-0.672029732
3.2,1,1.16315081,78,-0.672029732
4.7,0,1.54756251,78,-0.672029732
4.8,0,1.56861592,78,-0.672029732
0.4,0,-0.91629073,79,0.212414197
9.3,0,2.2300144,79,0.212414197
1.7,0,0.53062825,79,0.212414197
0.9,1,-0.10536052,79,0.212414197
10.2,0,2.32238772,80,-0.147484283
7.7,0,2.04122033,80,-0.147484283
2.2,0,0.78845736,80,-0.147484283
6.5,0,1.87180218,80,-0.147484283
12.2,0,2.50143595,80,-0.147484283
4.6,0,1.5260563,80,-0.147484283
6.2,0,1.82454929,80,-0.147484283
6.5,0,1.87180218,80,-0.147484283
2.8,0,1.02961942,80,-0.147484283
1.9,0,0.64185389,80,-0.147484283
1.2,1,0.18232156,80,-0.147484283
2.4,0,0.87546874,80,-0.147484283
1.0,0,0.0,80,-0.147484283
1.2,1,0.18232156,80,-0.147484283
1.6,0,0.47000363,80,-0.147484283
0.8,0,-0.22314355,80,-0.147484283
1.7,0,0.53062825,80,-0.147484283
4.7,0,1.54756251,80,-0.147484283
1.7,1,0.53062825,80,-0.147484283
3.3,0,1.19392247,80,-0.147484283
0.8,1,-0.22314355,80,-0.147484283
9.8,0,2.28238239,80,-0.147484283
5.3,0,1.66770682,80,-0.147484283
8.5,0,2.14006616,80,-0.147484283
1.9,0,0.64185389,80,-0.147484283
6.6,0,1.88706965,80,-0.147484283
3.8,0,1.33500107,80,-0.147484283
5.9,0,1.77495235,80,-0.147484283
4.9,0,1.58923521,80,-0.147484283
2.5,1,0.91629073,80,-0.147484283
10.7,0,2.37024374,80,-0.147484283
2.4,0,0.87546874,80,-0.147484283
2.1,0,0.74193734,80,-0.147484283
4.7,0,1.54756251,80,-0.147484283
3.7,0,1.30833282,80,-0.147484283
13.4,0,2.59525471,80,-0.147484283
2.9,0,1.06471074,80,-0.147484283
4.3,0,1.45861502,80,-0.147484283
3.8,0,1.33500107,80,-0.147484283
1.8,0,0.58778666,80,-0.147484283
1.5,0,0.40546511,80,-0.147484283
1.8,0,0.58778666,80,-0.147484283
1.3,0,0.26236426,80,-0.147484283
6.6,0,1.88706965,80,-0.147484283
20.4,0,3.0155349,80,-0.147484283
6.0,0,1.79175947,80,-0.147484283
13.8,0,2.62466859,81,0.183237804
10.2,1,2.32238772,81,0.183237804
5.7,1,1.74046617,81,0.183237804
9.3,0,2.2300144,82,0.236036084
3.4,0,1.22377543,83,0.463211867
4.1,0,1.41098697,83,0.463211867
11.6,0,2.4510051,83,0.463211867
7.2,0,1.97408103,83,0.463211867
4.7,0,1.54756251,83,0.463211867
1.8,1,0.58778666,83,0.463211867
0.7,1,-0.35667494,83,0.463211867
4.7,0,1.54756251,83,0.463211867
10.2,0,2.32238772,83,0.463211867
11.3,0,2.42480273,83,0.463211867
7.6,0,2.02814825,83,0.463211867
11.8,0,2.46809953,83,0.463211867
0.5,1,-0.69314718,83,0.463211867
6.7,0,1.90210753,84,-0.090024275
5.3,0,1.66770682,84,-0.090024275
3.1,0,1.13140211,84,-0.090024275
2.1,0,0.74193734,84,-0.090024275
7.3,0,1.98787435,84,-0.090024275
5.1,0,1.62924054,84,-0.090024275
2.2,0,0.78845736,84,-0.090024275
2.3,1,0.83290912,84,-0.090024275
15.9,0,2.76631911,84,-0.090024275
9.5,0,2.2512918,84,-0.090024275
6.4,0,1.85629799,84,-0.090024275
4.5,0,1.5040774,84,-0.090024275
5.0,0,1.60943791,84,-0.090024275
3.7,0,1.30833282,85,0.355286981
2.9,0,1.06471074,85,0.355286981
